mf_scheme_code,scheme_name_raw,fund_name_base,fund_name_match_key,plan_type,option_type,is_direct_growth,isin_growth,isin_div_reinvestment
120299,UTI MMF - Direct Plan - Growth Option,UTI MMF,uti mmf,Direct,Growth,True,INF789F01XV6,
