fund_name,category,fund_house,scheme_id,stock_name,sector,allocation_percent,value,change_3m_percent,change_6m_percent,change_1y_percent,scrape_date,source
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,ITC ,CONSUMER STAPLES,2.72,36.72 Cr,2.87,2.96,1.86,2026-05-11,ETMoney
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,SUN PHARMACEUTICAL INDUSTRIES ,HEALTHCARE,2.58,34.9 Cr,1.96,1.88,1.66,2026-05-11,ETMoney
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,HINDUSTAN UNILEVER ,CONSUMER STAPLES,2.58,34.92 Cr,2.12,2.38,1.66,2026-05-11,ETMoney
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,TATA MOTORS PASSENGER VEHICLES ,AUTOMOBILE,2.4,32.5 Cr,,1.29,,2026-05-11,ETMoney
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,SBI LIFE INSURANCE COMPANY ,INSURANCE,2.36,31.84 Cr,1.82,1.66,1.5,2026-05-11,ETMoney
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,MAHINDRA & MAHINDRA ,AUTOMOBILE,2.17,29.34 Cr,2.25,1.85,0.91,2026-05-11,ETMoney
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,TITAN COMPANY ,CONSUMER DISCRETIONARY,2.14,28.99 Cr,1.79,1.14,0.73,2026-05-11,ETMoney
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,GRASIM INDUSTRIES ,MATERIALS,2.13,28.77 Cr,1.95,1.96,1.17,2026-05-11,ETMoney
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,INTERGLOBE AVIATION ,SERVICES,1.98,26.71 Cr,,,,2026-05-11,ETMoney
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,ETERNAL ,SERVICES,1.92,25.95 Cr,1.12,0.79,,2026-05-11,ETMoney
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,ULTRATECH CEMENT ,MATERIALS,1.72,23.25 Cr,1.31,1.4,0.53,2026-05-11,ETMoney
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,PIDILITE INDUSTRIES ,CHEMICALS,1.69,22.8 Cr,1.45,1.48,0.73,2026-05-11,ETMoney
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,APOLLO HOSPITALS ENTERPRISE ,HEALTHCARE,1.67,22.53 Cr,1.39,1.51,1.05,2026-05-11,ETMoney
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,BHARAT DYNAMICS ,CAPITAL GOODS,1.61,21.72 Cr,0.72,,,2026-05-11,ETMoney
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,KOTAK MAHINDRA BANK ,FINANCIAL,1.49,20.15 Cr,2.22,2.08,2.81,2026-05-11,ETMoney
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,TRENT ,SERVICES,1.49,20.15 Cr,1.24,0.78,,2026-05-11,ETMoney
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,BHARAT ELECTRONICS ,CAPITAL GOODS,1.45,19.61 Cr,1.92,2.0,2.96,2026-05-11,ETMoney
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,SHRIRAM FINANCE ,FINANCIAL,1.41,19.03 Cr,0.94,1.29,1.13,2026-05-11,ETMoney
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,POWER FINANCE CORPORATION ,FINANCIAL,1.4,18.88 Cr,1.43,1.7,1.69,2026-05-11,ETMoney
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,TATA CONSULTANCY SERVICES ,TECHNOLOGY,1.4,18.91 Cr,1.64,1.78,2.11,2026-05-11,ETMoney
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,MARUTI SUZUKI INDIA ,AUTOMOBILE,1.27,17.15 Cr,1.12,1.81,1.58,2026-05-11,ETMoney
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,TATA STEEL ,METALS & MINING,1.25,16.9 Cr,,,,2026-05-11,ETMoney
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,THE INDIAN HOTELS COMPANY ,SERVICES,1.13,15.34 Cr,0.82,0.68,,2026-05-11,ETMoney
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,MOIL ,METALS & MINING,1.01,13.62 Cr,0.93,0.85,,2026-05-11,ETMoney
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,NIPPON LIFE INDIA ASSET MANAGEMENT ,FINANCIAL,0.97,13.1 Cr,,,,2026-05-11,ETMoney
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,BLUE STAR ,CONSUMER DISCRETIONARY,0.97,13.15 Cr,0.86,0.96,1.15,2026-05-11,ETMoney
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,HERO MOTOCORP ,AUTOMOBILE,0.97,13.09 Cr,0.99,1.71,1.02,2026-05-11,ETMoney
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,TATA MOTORS ,AUTOMOBILE,0.85,11.54 Cr,0.77,,,2026-05-11,ETMoney
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,GODFREY PHILLIPS INDIA ,CONSUMER STAPLES,0.83,11.21 Cr,0.38,0.26,,2026-05-11,ETMoney
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,ALLIED BLENDERS AND DISTILLERS ,CONSUMER STAPLES,0.79,10.71 Cr,1.25,1.07,1.55,2026-05-11,ETMoney
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,JUBILANT FOODWORKS ,SERVICES,0.73,9.85 Cr,0.77,0.67,,2026-05-11,ETMoney
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,CENTRAL MINE PLANNING & DESIGN INSTITUTE ,MATERIALS,0.57,7.71 Cr,,,,2026-05-11,ETMoney
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,FORTIS HEALTHCARE ,HEALTHCARE,0.56,7.61 Cr,0.45,,,2026-05-11,ETMoney
LIC MF Large Cap Fund,Large Cap,Lic Mutual Fund,31937,NIFTY 50,FINANCIAL,0.15,--,,,,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,ICICI BANK ,FINANCIAL,8.4,152.91 Cr,6.65,7.28,9.81,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,HDFC BANK ,FINANCIAL,7.96,144.86 Cr,9.41,9.19,9.49,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,RELIANCE INDUSTRIES ,ENERGY,6.6,120.09 Cr,7.7,7.19,7.3,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,INFOSYS ,TECHNOLOGY,4.96,90.23 Cr,4.99,3.73,2.58,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,NTPC ,ENERGY,4.23,77.08 Cr,3.53,3.58,3.13,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,STATE BANK OF INDIA,FINANCIAL,3.84,69.93 Cr,3.36,2.62,2.3,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,BHARTI AIRTEL ,COMMUNICATION,3.29,59.97 Cr,2.7,2.59,3.55,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,LARSEN & TOUBRO ,CONSTRUCTION,2.96,53.91 Cr,3.31,2.47,2.02,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,MAHINDRA & MAHINDRA ,AUTOMOBILE,2.91,52.95 Cr,3.07,3.02,3.27,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,AXIS BANK ,FINANCIAL,2.57,46.73 Cr,3.83,2.96,3.22,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,SUN PHARMACEUTICAL INDUSTRIES ,HEALTHCARE,2.46,44.8 Cr,2.15,2.56,2.29,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,VEDANTA ,METALS & MINING,2.42,44.11 Cr,1.69,0.88,1.68,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,BAJAJ FINSERV ,FINANCIAL,2.42,44.11 Cr,2.59,2.54,2.67,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,ETERNAL ,SERVICES,2.27,41.31 Cr,2.18,3.28,2.12,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,JSW STEEL ,METALS & MINING,2.02,36.84 Cr,1.32,1.31,1.54,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,TITAN COMPANY ,CONSUMER DISCRETIONARY,1.87,34.13 Cr,1.7,0.94,,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,SBI LIFE INSURANCE COMPANY ,INSURANCE,1.72,31.31 Cr,1.89,1.69,1.21,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,EICHER MOTORS ,AUTOMOBILE,1.44,26.25 Cr,1.23,0.87,,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,KOTAK MAHINDRA BANK ,FINANCIAL,1.32,24.12 Cr,0.56,1.28,,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,HINDUSTAN UNILEVER ,CONSUMER STAPLES,1.29,23.5 Cr,1.0,0.56,,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,ULTRATECH CEMENT ,MATERIALS,1.28,23.39 Cr,,,,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,VARUN BEVERAGES ,CONSUMER STAPLES,1.23,22.32 Cr,2.44,2.29,3.48,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,GE VERNOVA T&D INDIA ,CAPITAL GOODS,1.22,22.28 Cr,1.43,1.8,0.2,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,ITC ,CONSUMER STAPLES,1.21,22.1 Cr,1.6,1.69,3.33,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,GRASIM INDUSTRIES ,MATERIALS,1.18,21.55 Cr,1.36,1.42,1.57,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,ONE97 COMMUNICATIONS ,SERVICES,1.17,21.26 Cr,2.0,2.38,2.12,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,BHARAT ELECTRONICS ,CAPITAL GOODS,1.11,20.15 Cr,0.72,0.41,0.49,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,SHRIRAM FINANCE ,FINANCIAL,1.03,18.69 Cr,0.9,,,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,DIVI'S LABORATORIES ,HEALTHCARE,1.01,18.32 Cr,1.0,1.07,1.35,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,FORTIS HEALTHCARE ,HEALTHCARE,0.99,18.08 Cr,1.05,0.51,,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,TATA CONSULTANCY SERVICES ,TECHNOLOGY,0.91,16.55 Cr,1.33,2.19,5.42,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,PIDILITE INDUSTRIES ,CHEMICALS,0.9,16.43 Cr,,,,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,BAJAJ AUTO ,AUTOMOBILE,0.88,16.03 Cr,0.8,1.1,1.04,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,THE INDIAN HOTELS COMPANY ,SERVICES,0.86,15.57 Cr,0.62,,,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,COFORGE ,TECHNOLOGY,0.81,14.77 Cr,1.24,1.24,1.13,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,JUBILANT INGREVIA ,CHEMICALS,0.77,13.97 Cr,1.1,1.12,0.51,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,TRENT ,SERVICES,0.76,13.83 Cr,0.88,0.67,1.07,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,GODREJ PROPERTIES ,CONSTRUCTION,0.75,13.57 Cr,1.08,1.15,,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,ATHER ENERGY ,AUTOMOBILE,0.74,13.49 Cr,0.77,0.51,,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,TECH MAHINDRA ,TECHNOLOGY,0.74,13.4 Cr,0.57,1.2,,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,ASTRAZENECA PHARMA INDIA ,HEALTHCARE,0.72,13.03 Cr,0.61,0.43,,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,DR. AGARWAL'S HEALTH CARE ,HEALTHCARE,0.71,12.86 Cr,0.53,,,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,GLENMARK PHARMACEUTICALS ,HEALTHCARE,0.65,11.79 Cr,0.99,,,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,RBL BANK ,FINANCIAL,0.65,11.88 Cr,,,,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,KFIN TECHNOLOGIES ,FINANCIAL,0.65,11.92 Cr,1.03,1.08,,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,POONAWALLA FINCORP ,FINANCIAL,0.63,11.52 Cr,0.61,0.6,0.2,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,AMBER ENTERPRISES INDIA ,CONSUMER DISCRETIONARY,0.63,11.55 Cr,0.25,0.86,1.19,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,CRAFTSMAN AUTOMATION ,AUTOMOBILE,0.63,11.4 Cr,0.89,0.77,0.36,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,ADANI PORTS AND SPECIAL ECONOMIC ZONE ,SERVICES,0.6,10.94 Cr,,,,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,AVENUE SUPERMARTS ,SERVICES,0.57,10.35 Cr,,,1.96,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,TORRENT PHARMACEUTICALS ,HEALTHCARE,0.51,9.28 Cr,0.78,0.8,,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY ,FINANCIAL,0.46,8.3 Cr,0.5,0.57,2.16,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,OIL AND NATURAL GAS CORPORATION ,ENERGY,0.43,7.74 Cr,,,0.49,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,CUMMINS INDIA ,CAPITAL GOODS,0.42,7.63 Cr,0.37,,,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,TUBE INVESTMENTS OF INDIA ,AUTOMOBILE,0.41,7.37 Cr,,,,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,CANARA HSBC LIFE INSURANCE COMPANY ,INSURANCE,0.39,7.08 Cr,0.4,,,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,TATA POWER COMPANY ,ENERGY,0.39,7.18 Cr,0.36,0.39,0.52,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,JSW DULUX ,MATERIALS,0.37,6.8 Cr,0.64,0.52,,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,LODHA DEVELOPERS ,CONSTRUCTION,0.36,6.54 Cr,1.0,0.8,1.47,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,ASIAN PAINTS ,MATERIALS,0.35,6.4 Cr,0.46,0.57,,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,SONA BLW PRECISION FORGINGS ,AUTOMOBILE,0.32,5.77 Cr,0.29,0.28,,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,ETHOS ,SERVICES,0.32,5.89 Cr,0.52,0.54,,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,VISHAL MEGA MART ,SERVICES,0.31,5.62 Cr,,,,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,MPHASIS ,TECHNOLOGY,0.29,5.33 Cr,0.86,,,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,INDIAN OIL CORPORATION ,ENERGY,0.24,4.32 Cr,,,,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,PRESTIGE ESTATES PROJECTS ,CONSTRUCTION,0.23,4.15 Cr,0.51,1.0,0.38,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,PG ELECTROPLAST ,CAPITAL GOODS,0.17,3.06 Cr,,,,2026-05-11,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,TATA MOTORS PASSENGER VEHICLES ,AUTOMOBILE,0.09,1.7 Cr,0.54,,,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,ICICI BANK ,FINANCIAL,7.61,116.9 Cr,6.59,6.03,7.58,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,HDFC BANK ,FINANCIAL,6.59,101.3 Cr,7.99,7.69,9.1,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY ,UNCLASSIFIED,5.87,90.14 Cr,4.98,,,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,INFOSYS ,TECHNOLOGY,5.87,90.23 Cr,5.47,5.52,3.9,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,LARSEN & TOUBRO ,CONSTRUCTION,3.95,60.77 Cr,4.12,,,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,BHARTI AIRTEL ,COMMUNICATION,3.72,57.1 Cr,3.93,3.75,4.37,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,BAJAJ FINANCE ,FINANCIAL,3.5,53.79 Cr,3.85,4.17,3.03,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,TECH MAHINDRA ,TECHNOLOGY,3.34,51.28 Cr,3.19,2.75,1.77,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,ETERNAL ,SERVICES,3.16,48.55 Cr,2.87,2.78,1.85,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,INTERGLOBE AVIATION ,SERVICES,2.91,44.77 Cr,3.34,3.03,,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,AXIS BANK ,FINANCIAL,2.84,43.62 Cr,,,3.81,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,TORRENT PHARMACEUTICALS ,HEALTHCARE,2.75,42.27 Cr,2.6,2.08,1.94,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,TITAN COMPANY ,CONSUMER DISCRETIONARY,2.58,39.68 Cr,2.37,2.11,2.63,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,EICHER MOTORS ,AUTOMOBILE,2.57,39.51 Cr,2.55,3.25,3.0,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,ULTRATECH CEMENT ,MATERIALS,2.41,36.97 Cr,1.5,,,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,MAX HEALTHCARE INSTITUTE ,HEALTHCARE,2.37,36.35 Cr,1.96,,,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,ABB INDIA ,CAPITAL GOODS,2.22,34.18 Cr,1.53,1.21,1.19,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,ASIAN PAINTS ,MATERIALS,2.21,33.95 Cr,2.66,2.63,0.52,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,ATHER ENERGY ,AUTOMOBILE,2.21,33.93 Cr,1.98,1.77,,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY ,FINANCIAL,1.96,30.19 Cr,2.21,1.81,1.81,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,MULTI COMMODITY EXCHANGE OF INDIA ,SERVICES,1.87,28.67 Cr,1.56,1.3,,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,CG POWER AND INDUSTRIAL SOLUTIONS ,CAPITAL GOODS,1.75,26.85 Cr,1.55,1.66,,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,MAHINDRA & MAHINDRA ,AUTOMOBILE,1.5,23.08 Cr,1.69,1.67,1.98,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,BANK OF BARODA,FINANCIAL,1.39,21.4 Cr,,,,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,POLY MEDICURE ,HEALTHCARE,1.35,20.67 Cr,1.79,1.82,1.06,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,POLYCAB INDIA ,CAPITAL GOODS,1.28,19.73 Cr,,,,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,COFORGE ,TECHNOLOGY,1.22,18.68 Cr,1.3,1.02,1.4,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,SHRIRAM FINANCE ,FINANCIAL,1.18,18.17 Cr,1.0,,,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,CENTRAL DEPOSITORY SERVICES (INDIA) ,FINANCIAL,1.17,17.91 Cr,1.51,0.98,0.45,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,DIVI'S LABORATORIES ,HEALTHCARE,1.16,17.84 Cr,1.12,1.17,1.9,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,HINDALCO INDUSTRIES ,METALS & MINING,1.04,15.92 Cr,0.93,1.14,0.41,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,SAMVARDHANA MOTHERSON INTERNATIONAL ,AUTOMOBILE,1.03,15.76 Cr,1.05,0.99,2.85,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,VISHAL MEGA MART ,SERVICES,1.03,15.79 Cr,1.19,1.52,,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,PTC INDUSTRIES ,METALS & MINING,0.99,15.14 Cr,1.18,1.23,1.61,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,HINDUSTAN AERONAUTICS ,CAPITAL GOODS,0.96,14.81 Cr,0.61,0.7,0.87,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,SRF ,CHEMICALS,0.95,14.62 Cr,1.07,1.28,2.04,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,PB FINTECH ,SERVICES,0.95,14.57 Cr,0.82,0.92,0.54,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,TUBE INVESTMENTS OF INDIA ,AUTOMOBILE,0.94,14.42 Cr,0.87,0.87,,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,BHARAT ELECTRONICS ,CAPITAL GOODS,0.92,14.19 Cr,1.23,1.34,1.35,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,DELHIVERY ,SERVICES,0.81,12.42 Cr,0.7,0.56,0.63,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,GLOBAL HEALTH ,HEALTHCARE,0.76,11.63 Cr,0.84,,,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,HOME FIRST FINANCE COMPANY INDIA ,FINANCIAL,0.71,10.85 Cr,0.77,0.91,1.19,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,DLF ,CONSTRUCTION,0.66,10.07 Cr,0.8,1.86,,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,JYOTI CNC AUTOMATION ,CAPITAL GOODS,0.61,9.34 Cr,0.44,0.41,1.11,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,NTPC GREEN ENERGY ,ENERGY,0.6,9.23 Cr,0.55,0.91,2.37,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,DIXON TECHNOLOGIES (INDIA) ,CAPITAL GOODS,0.55,8.5 Cr,0.62,1.1,1.6,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,TRENT ,SERVICES,0.46,7.07 Cr,0.53,0.62,1.03,2026-05-11,ETMoney
