fund_name,category,fund_house,scheme_id,stock_name,sector,allocation_percent,value,change_3m_percent,change_6m_percent,change_1y_percent,scrape_date,source
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,ICICI BANK ,FINANCIAL,9.39,"3,330 Cr",9.0,9.17,10.12,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,HDFC BANK ,FINANCIAL,8.0,"2,834 Cr",9.34,9.51,10.19,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,BHARTI AIRTEL ,COMMUNICATION,5.99,"2,124 Cr",6.18,5.85,5.72,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,RELIANCE INDUSTRIES ,ENERGY,5.4,"1,915 Cr",6.09,4.8,4.04,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,KOTAK MAHINDRA BANK ,FINANCIAL,5.13,"1,820 Cr",4.42,3.82,4.41,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,TITAN COMPANY ,CONSUMER DISCRETIONARY,4.59,"1,628 Cr",4.11,3.38,2.02,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,INFOSYS ,TECHNOLOGY,3.99,"1,415 Cr",3.15,3.25,4.73,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,TORRENT PHARMACEUTICALS ,HEALTHCARE,3.79,"1,342 Cr",3.02,2.84,0.2,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,AXIS BANK ,FINANCIAL,3.51,"1,243 Cr",3.35,3.17,5.21,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,BAJAJ AUTO ,AUTOMOBILE,3.09,"1,094 Cr",2.75,2.71,1.77,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,LUPIN ,HEALTHCARE,3.01,"1,068 Cr",2.4,2.31,1.89,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,BAJAJ FINSERV ,FINANCIAL,2.64,935.1 Cr,2.09,2.13,,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,AMBUJA CEMENTS ,MATERIALS,2.52,894.52 Cr,3.05,3.32,0.68,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,NTPC ,ENERGY,2.33,827.19 Cr,2.41,3.74,5.41,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY ,FINANCIAL,2.0,709.82 Cr,2.2,2.21,1.74,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,ETERNAL ,SERVICES,1.95,692.97 Cr,2.06,2.56,1.42,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,TATA MOTORS ,AUTOMOBILE,1.91,677.33 Cr,1.76,,,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,STATE BANK OF INDIA,FINANCIAL,1.76,622.64 Cr,1.54,1.45,1.14,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,INTERGLOBE AVIATION ,SERVICES,1.67,591.23 Cr,1.51,1.51,,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,UNITED SPIRITS ,CONSUMER STAPLES,1.64,582.04 Cr,1.7,1.62,0.55,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,MANKIND PHARMA ,HEALTHCARE,1.55,549.48 Cr,1.48,1.5,1.23,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,VISHAL MEGA MART ,SERVICES,1.46,518.83 Cr,1.27,1.48,,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,TATA CONSUMER PRODUCTS ,CONSUMER STAPLES,1.45,513.07 Cr,1.48,1.49,1.4,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,HAVELLS INDIA ,CAPITAL GOODS,1.45,515.43 Cr,1.52,1.03,0.77,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,MAX HEALTHCARE INSTITUTE ,HEALTHCARE,1.36,483.12 Cr,0.98,,,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,INDUSIND BANK ,FINANCIAL,1.31,464.87 Cr,1.31,1.19,1.11,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,LARSEN & TOUBRO ,CONSTRUCTION,1.29,458.79 Cr,1.32,1.25,5.87,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,MARUTI SUZUKI INDIA ,AUTOMOBILE,1.25,442.35 Cr,1.48,1.72,0.45,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,EICHER MOTORS ,AUTOMOBILE,1.16,412.39 Cr,1.13,1.15,0.93,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,HYUNDAI MOTOR INDIA ,AUTOMOBILE,1.1,389.04 Cr,1.24,1.48,1.03,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY ,UNCLASSIFIED,1.08,384.23 Cr,0.62,,,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,SRF ,CHEMICALS,0.95,338.4 Cr,1.05,1.02,1.13,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,SWIGGY ,SERVICES,0.84,298.32 Cr,0.64,,,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,MAHINDRA & MAHINDRA ,AUTOMOBILE,0.82,292.15 Cr,0.9,0.89,0.73,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,ADANI PORTS AND SPECIAL ECONOMIC ZONE ,SERVICES,0.81,286.8 Cr,1.38,1.4,,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,DABUR INDIA ,CONSUMER STAPLES,0.8,282.62 Cr,0.85,0.88,0.97,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,TATA MOTORS PASSENGER VEHICLES ,AUTOMOBILE,0.62,219.31 Cr,0.84,3.05,3.2,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,SUN PHARMACEUTICAL INDUSTRIES ,HEALTHCARE,0.59,208.21 Cr,2.56,2.52,2.91,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,TATA CAPITAL ,FINANCIAL,0.52,183.31 Cr,0.29,,,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,CG POWER AND INDUSTRIAL SOLUTIONS ,CAPITAL GOODS,0.5,177.22 Cr,0.29,0.35,,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,DLF ,CONSTRUCTION,0.3,106.81 Cr,0.36,0.39,0.57,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,CUMMINS INDIA ,CAPITAL GOODS,0.29,103.51 Cr,0.25,0.24,0.19,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,BILLIONBRAINS GARAGE VENTURES ,FINANCIAL,0.24,86.7 Cr,0.22,,,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,HINDALCO INDUSTRIES ,METALS & MINING,0.22,79.21 Cr,1.25,1.14,1.09,2026-05-11,ETMoney
HDFC Large Cap Fund,Large Cap,HDFC Mutual Fund,31883,SBI LIFE INSURANCE COMPANY ,INSURANCE,0.2,70.48 Cr,0.2,0.19,0.39,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,KENVUE INC.,CONSUMER STAPLES,2.67,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,SALESFORCE COM.,TECHNOLOGY,2.66,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,BROWN-FORMAN CORP,CONSUMER STAPLES,2.61,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,CLOROX COMPANY,CONSUMER STAPLES,2.61,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,TYLER TECHNOLOGIES INC,TECHNOLOGY,2.59,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,DANAHER CORPORATION,HEALTHCARE,2.49,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,CONSTELLATION BRANDS INC.,CONSUMER STAPLES,2.48,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,BROADRIDGE FINANCIAL SOLUTIONS INC,TECHNOLOGY,2.41,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,OTIS WORLDWIDE CORP,CAPITAL GOODS,2.39,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,NXP SEMICONDUCTOR,CAPITAL GOODS,2.38,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,UNITED PARCEL SERVICES INC,SERVICES,2.36,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,AGILENT TECHNOLOGIES INC,HEALTHCARE,2.35,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,GE HEALTHCARE TECHNOLOGIES INC,HEALTHCARE,2.33,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,ZIMMER BIOMET HOLDINGS,HEALTHCARE,2.31,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,MICROSOFT CORPORTION (US),TECHNOLOGY,2.3,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,MONDELEZ INTERNATIONAL,CONSUMER STAPLES,2.26,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,FORTINET INC,TECHNOLOGY,2.26,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,NIKE INC.,CONSUMER DISCRETIONARY,2.23,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,MARKETAXESS HOLDINGS INC,FINANCIAL,2.21,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,AIRBNB INC,SERVICES,2.2,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,TRANSUNION,FINANCIAL,2.19,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,BRISTOL-MYERS SQUIBB CO,HEALTHCARE,2.09,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,ESTEE LAUDER STOCK,CONSUMER STAPLES,2.08,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,MASCO CORP,CONSTRUCTION,2.0,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,WORKDAY INC.,TECHNOLOGY,2.0,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,ADOBE INC,TECHNOLOGY,1.98,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,ZOETIS INC,HEALTHCARE,1.87,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,HUNTINGTON INGALLS INDUSTRIES INC. (US),CAPITAL GOODS,1.79,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,ALPHABET INC CLASS C,SERVICES,1.76,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,THE BOEING CO,CAPITAL GOODS,1.49,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,IDEX CORPORATION (FOREIGN),CAPITAL GOODS,1.48,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,AMAZON. COM INC. (USA),SERVICES,1.46,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,THERMO FISHER SCIENTIFIC INC.,HEALTHCARE,1.45,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,APPLIED MATERIALS INC. (USA),CAPITAL GOODS,1.43,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,PEPSICO INC,CONSUMER STAPLES,1.41,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,NORTHROP GRUMMAN CO. (US),CAPITAL GOODS,1.4,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,LPL FINANCIAL HOLDINGS INC. (LPLA),FINANCIAL,1.35,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,FREEPORT MCMORAN COPPER & GOLD ,OTHERS,1.32,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,MOTOROLA SOLUTIONS INC,COMMUNICATION,1.3,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,WEST PHARMACEUTICAL SERVICES INC,HEALTHCARE,1.3,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,HERSHEY FOOD CORPORATION,CONSUMER STAPLES,1.26,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,SERVICENOW INC,TECHNOLOGY,1.26,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,U.S. BANCORP,FINANCIAL,1.22,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,CHARLES SCHWAB CORPORATION,FINANCIAL,1.2,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,THE WALT DISNEY COMPANY,SERVICES,1.1,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,CHIPOTLE MEXICAN GRILL INC,SERVICES,1.1,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,EQUIFAX INC,FINANCIAL,1.09,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,COPART INC.,SERVICES,1.09,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,ENTEGRIS INC,CAPITAL GOODS,0.91,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,COSTAR GROUP INC.,CONSTRUCTION,0.77,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,PALO ALTO NETWORKS INC. COMMON STOCK,TECHNOLOGY,0.63,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,BLACKSTONE GROUP INC (BX),FINANCIAL,0.57,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,VEEVA SYSTEMS INC.,HEALTHCARE,0.55,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,ORACLE CORPORATION (US),TECHNOLOGY,0.5,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,BROADCOM INC,CAPITAL GOODS,0.49,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,DATADOG INC,TECHNOLOGY,0.45,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,EPAM SYSTEMS INC,TECHNOLOGY,0.41,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,CAMPBELL SOUP CO.,CONSUMER STAPLES,0.36,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,FAIR ISAAC CORPORATION,TECHNOLOGY,0.36,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,JACK HENRY & ASSOCIATES INC,TECHNOLOGY,0.2,--,,,,2026-05-11,ETMoney
ICICI Prudential Bluechip Fund,Large Cap,ICICI Prudential Mutual Fund,14566,YUM CHINA HOLDINGS INC.,SERVICES,0.01,--,,,,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,HDFC BANK ,FINANCIAL,9.05,"4,425 Cr",7.22,9.25,10.24,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,ICICI BANK ,FINANCIAL,8.1,"3,961 Cr",6.97,7.4,7.92,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,RELIANCE INDUSTRIES ,ENERGY,6.73,"3,292 Cr",6.89,7.49,5.68,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,LARSEN & TOUBRO ,CONSTRUCTION,5.3,"2,593 Cr",5.41,5.13,5.23,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,STATE BANK OF INDIA,FINANCIAL,3.82,"1,871 Cr",3.36,3.16,2.7,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,ASIAN PAINTS ,MATERIALS,3.67,"1,797 Cr",4.11,3.69,,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,HDFC LIFE INSURANCE CO ,INSURANCE,3.5,"1,712 Cr",2.98,2.61,1.26,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,INFOSYS ,TECHNOLOGY,3.43,"1,678 Cr",3.88,3.98,4.36,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,KOTAK MAHINDRA BANK ,FINANCIAL,3.32,"1,625 Cr",3.62,3.47,4.04,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,AXIS BANK ,FINANCIAL,3.26,"1,596 Cr",3.12,2.95,2.45,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,TATA MOTORS ,AUTOMOBILE,3.07,"1,500 Cr",2.83,,,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,BHARTI AIRTEL ,COMMUNICATION,2.66,"1,301 Cr",2.75,2.6,2.96,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,AVENUE SUPERMARTS ,SERVICES,2.49,"1,218 Cr",2.08,2.46,1.22,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,SAMVARDHANA MOTHERSON INTERNATIONAL ,AUTOMOBILE,2.47,"1,208 Cr",2.47,1.95,1.72,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,DIVI'S LABORATORIES ,HEALTHCARE,2.47,"1,208 Cr",3.13,2.94,3.19,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,PAGE INDUSTRIES ,TEXTILES,2.06,"1,007 Cr",2.04,2.44,2.74,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,THERMAX ,CAPITAL GOODS,1.93,945.6 Cr,1.57,1.74,1.28,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,VARUN BEVERAGES ,CONSUMER STAPLES,1.92,941.04 Cr,2.15,1.32,,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,TATA STEEL ,METALS & MINING,1.84,901.74 Cr,1.51,1.78,,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,TECH MAHINDRA ,TECHNOLOGY,1.84,899.6 Cr,1.85,1.48,0.61,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY ,FINANCIAL,1.83,894.1 Cr,2.01,2.34,2.86,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,SHREE CEMENT ,MATERIALS,1.79,874.76 Cr,1.81,2.1,1.7,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,MANKIND PHARMA ,HEALTHCARE,1.67,816.94 Cr,1.6,1.88,1.38,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,HINDUSTAN UNILEVER ,CONSUMER STAPLES,1.43,701.68 Cr,1.9,2.18,2.1,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,VEDANTA ,METALS & MINING,1.41,688.28 Cr,1.14,1.1,1.28,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,ETERNAL ,SERVICES,1.36,664.04 Cr,2.04,2.53,,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,HINDALCO INDUSTRIES ,METALS & MINING,1.33,648.84 Cr,1.75,1.59,1.52,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,SUN PHARMACEUTICAL INDUSTRIES ,HEALTHCARE,1.22,597.44 Cr,,,1.65,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY ,UNCLASSIFIED,1.16,567.43 Cr,1.48,,,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,ICICI PRUDENTIAL LIFE INSURANCE COMPANY ,INSURANCE,1.05,515.76 Cr,1.12,0.83,0.86,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,SCHAEFFLER INDIA ,CAPITAL GOODS,1.03,505.54 Cr,0.91,1.05,0.9,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,SONA BLW PRECISION FORGINGS ,AUTOMOBILE,0.98,481.5 Cr,0.86,0.78,0.93,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,BRITANNIA INDUSTRIES ,CONSUMER STAPLES,0.96,471.32 Cr,2.51,3.49,3.07,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,EICHER MOTORS ,AUTOMOBILE,0.91,445.08 Cr,1.83,4.08,3.33,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,INTERGLOBE AVIATION ,SERVICES,0.89,433.78 Cr,,,,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,ICICI LOMBARD GENERAL INSURANCE COMPANY ,INSURANCE,0.89,436.9 Cr,0.9,0.91,0.75,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,BRAINBEES SOLUTIONS ,CONSUMER DISCRETIONARY,0.86,422.93 Cr,0.32,0.43,0.46,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,GAIL (INDIA) ,ENERGY,0.82,399.35 Cr,0.89,0.97,0.42,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,PI INDUSTRIES ,CHEMICALS,0.63,307.36 Cr,0.66,0.75,0.78,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,MOTHERSON SUMI WIRING INDIA ,AUTOMOBILE,0.5,243.89 Cr,0.57,0.57,0.46,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,DLF ,CONSTRUCTION,0.34,--,,1.24,,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,SKF INDIA (INDUSTRIAL) ,CAPITAL GOODS,0.34,164.88 Cr,0.37,,,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,SKF INDIA ,CAPITAL GOODS,0.23,111.89 Cr,0.26,0.71,0.62,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,CIPLA ,HEALTHCARE,0.18,89.24 Cr,0.78,0.83,,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,BHARAT PETROLEUM CORPORATION ,ENERGY,0.06,28.55 Cr,0.07,,,2026-05-11,ETMoney
SBI Large Cap Fund,Large Cap,SBI Mutual Fund,2893,KWALITY WALL'S (INDIA) ,CONSUMER STAPLES,0.02,10.31 Cr,0.03,,,2026-05-11,ETMoney
