scheme_id,fund_name,category,fund_house,sector,allocation_percent,granularity,source,scrape_date,as_of_date
46187,Canara Robeco Banking And Financial Services Fund Direct-Growth,Sectoral/Thematic,,Others,10.0,sector,ETMoney,2026-06-02,30/04/2026
46187,Canara Robeco Banking And Financial Services Fund Direct-Growth,Sectoral/Thematic,,Unclassified,2.14,sector,ETMoney,2026-06-02,30/04/2026
46187,Canara Robeco Banking And Financial Services Fund Direct-Growth,Sectoral/Thematic,,Insurance,1.52,sector,ETMoney,2026-06-02,30/04/2026
46212,Helios Arbitrage Fund Direct-Growth,Sectoral/Thematic,,Others,76.39999999999999,sector,ETMoney,2026-06-02,30/04/2026
46212,Helios Arbitrage Fund Direct-Growth,Sectoral/Thematic,,Financial,23.81,sector,ETMoney,2026-06-02,30/04/2026
46217,The Wealth Company Small Cap Fund Direct-Growth,Sectoral/Thematic,,Capital Goods,18.65,sector,ETMoney,2026-06-02,30/04/2026
46217,The Wealth Company Small Cap Fund Direct-Growth,Sectoral/Thematic,,Financial,15.59,sector,ETMoney,2026-06-02,30/04/2026
46217,The Wealth Company Small Cap Fund Direct-Growth,Sectoral/Thematic,,Healthcare,13.39,sector,ETMoney,2026-06-02,30/04/2026
46217,The Wealth Company Small Cap Fund Direct-Growth,Sectoral/Thematic,,Services,11.52,sector,ETMoney,2026-06-02,30/04/2026
46217,The Wealth Company Small Cap Fund Direct-Growth,Sectoral/Thematic,,Technology,11.010000000000002,sector,ETMoney,2026-06-02,30/04/2026
46217,The Wealth Company Small Cap Fund Direct-Growth,Sectoral/Thematic,,Automobile,8.27,sector,ETMoney,2026-06-02,30/04/2026
46217,The Wealth Company Small Cap Fund Direct-Growth,Sectoral/Thematic,,Others,7.680000000000001,sector,ETMoney,2026-06-02,30/04/2026
46217,The Wealth Company Small Cap Fund Direct-Growth,Sectoral/Thematic,,Construction,4.550000000000001,sector,ETMoney,2026-06-02,30/04/2026
46217,The Wealth Company Small Cap Fund Direct-Growth,Sectoral/Thematic,,Materials,2.7,sector,ETMoney,2026-06-02,30/04/2026
46217,The Wealth Company Small Cap Fund Direct-Growth,Sectoral/Thematic,,Consumer Staples,1.91,sector,ETMoney,2026-06-02,30/04/2026
46217,The Wealth Company Small Cap Fund Direct-Growth,Sectoral/Thematic,,Metals & Mining,1.78,sector,ETMoney,2026-06-02,30/04/2026
46217,The Wealth Company Small Cap Fund Direct-Growth,Sectoral/Thematic,,Consumer Discretionary,1.72,sector,ETMoney,2026-06-02,30/04/2026
46217,The Wealth Company Small Cap Fund Direct-Growth,Sectoral/Thematic,,Chemicals,1.2,sector,ETMoney,2026-06-02,30/04/2026
46261,Kotak Multi Asset Active FoF Direct-Growth,Sectoral/Thematic,,Others,100.0,sector,ETMoney,2026-06-02,30/04/2026
