scheme_id,fund_name,category,fund_house,sector,allocation_percent,granularity,source,scrape_date,as_of_date
44819,SBI Innovative Opportunities Fund Direct-Growth,Sectoral/Thematic,,Services,40.79,sector,ETMoney,2026-06-02,30/04/2026
44819,SBI Innovative Opportunities Fund Direct-Growth,Sectoral/Thematic,,Healthcare,11.32,sector,ETMoney,2026-06-02,30/04/2026
44819,SBI Innovative Opportunities Fund Direct-Growth,Sectoral/Thematic,,Automobile,10.11,sector,ETMoney,2026-06-02,30/04/2026
44819,SBI Innovative Opportunities Fund Direct-Growth,Sectoral/Thematic,,Financial,9.6,sector,ETMoney,2026-06-02,30/04/2026
44819,SBI Innovative Opportunities Fund Direct-Growth,Sectoral/Thematic,,Technology,8.790000000000001,sector,ETMoney,2026-06-02,30/04/2026
44819,SBI Innovative Opportunities Fund Direct-Growth,Sectoral/Thematic,,Capital Goods,7.07,sector,ETMoney,2026-06-02,30/04/2026
44819,SBI Innovative Opportunities Fund Direct-Growth,Sectoral/Thematic,,Others,5.050000000000001,sector,ETMoney,2026-06-02,30/04/2026
44819,SBI Innovative Opportunities Fund Direct-Growth,Sectoral/Thematic,,Consumer Staples,3.49,sector,ETMoney,2026-06-02,30/04/2026
44819,SBI Innovative Opportunities Fund Direct-Growth,Sectoral/Thematic,,Insurance,1.88,sector,ETMoney,2026-06-02,30/04/2026
44819,SBI Innovative Opportunities Fund Direct-Growth,Sectoral/Thematic,,Metals & Mining,1.26,sector,ETMoney,2026-06-02,30/04/2026
44819,SBI Innovative Opportunities Fund Direct-Growth,Sectoral/Thematic,,Consumer Discretionary,0.64,sector,ETMoney,2026-06-02,30/04/2026
44945,LIC MF Manufacturing Fund Direct-Growth,Sectoral/Thematic,,Capital Goods,33.89,sector,ETMoney,2026-06-02,30/04/2026
44945,LIC MF Manufacturing Fund Direct-Growth,Sectoral/Thematic,,Automobile,25.47,sector,ETMoney,2026-06-02,30/04/2026
44945,LIC MF Manufacturing Fund Direct-Growth,Sectoral/Thematic,,Healthcare,12.18,sector,ETMoney,2026-06-02,30/04/2026
44945,LIC MF Manufacturing Fund Direct-Growth,Sectoral/Thematic,,Others,5.79,sector,ETMoney,2026-06-02,30/04/2026
44945,LIC MF Manufacturing Fund Direct-Growth,Sectoral/Thematic,,Consumer Discretionary,5.21,sector,ETMoney,2026-06-02,30/04/2026
44945,LIC MF Manufacturing Fund Direct-Growth,Sectoral/Thematic,,Energy,3.54,sector,ETMoney,2026-06-02,30/04/2026
44945,LIC MF Manufacturing Fund Direct-Growth,Sectoral/Thematic,,Construction,3.1100000000000003,sector,ETMoney,2026-06-02,30/04/2026
44945,LIC MF Manufacturing Fund Direct-Growth,Sectoral/Thematic,,Materials,3.0,sector,ETMoney,2026-06-02,30/04/2026
44945,LIC MF Manufacturing Fund Direct-Growth,Sectoral/Thematic,,Metals & Mining,2.91,sector,ETMoney,2026-06-02,30/04/2026
44945,LIC MF Manufacturing Fund Direct-Growth,Sectoral/Thematic,,Textiles,2.15,sector,ETMoney,2026-06-02,30/04/2026
44945,LIC MF Manufacturing Fund Direct-Growth,Sectoral/Thematic,,Chemicals,1.48,sector,ETMoney,2026-06-02,30/04/2026
44945,LIC MF Manufacturing Fund Direct-Growth,Sectoral/Thematic,,Consumer Staples,1.25,sector,ETMoney,2026-06-02,30/04/2026
45075,Tata India Innovation Fund Direct-Growth,Sectoral/Thematic,,Healthcare,18.83,sector,ETMoney,2026-06-02,30/04/2026
45075,Tata India Innovation Fund Direct-Growth,Sectoral/Thematic,,Services,17.360000000000003,sector,ETMoney,2026-06-02,30/04/2026
45075,Tata India Innovation Fund Direct-Growth,Sectoral/Thematic,,Financial,17.349999999999998,sector,ETMoney,2026-06-02,30/04/2026
45075,Tata India Innovation Fund Direct-Growth,Sectoral/Thematic,,Automobile,12.55,sector,ETMoney,2026-06-02,30/04/2026
45075,Tata India Innovation Fund Direct-Growth,Sectoral/Thematic,,Technology,6.78,sector,ETMoney,2026-06-02,30/04/2026
45075,Tata India Innovation Fund Direct-Growth,Sectoral/Thematic,,Energy,5.95,sector,ETMoney,2026-06-02,30/04/2026
45075,Tata India Innovation Fund Direct-Growth,Sectoral/Thematic,,Communication,5.5600000000000005,sector,ETMoney,2026-06-02,30/04/2026
45075,Tata India Innovation Fund Direct-Growth,Sectoral/Thematic,,Others,4.98,sector,ETMoney,2026-06-02,30/04/2026
45075,Tata India Innovation Fund Direct-Growth,Sectoral/Thematic,,Capital Goods,3.23,sector,ETMoney,2026-06-02,30/04/2026
45075,Tata India Innovation Fund Direct-Growth,Sectoral/Thematic,,Construction,2.99,sector,ETMoney,2026-06-02,30/04/2026
45075,Tata India Innovation Fund Direct-Growth,Sectoral/Thematic,,Consumer Staples,1.54,sector,ETMoney,2026-06-02,30/04/2026
45075,Tata India Innovation Fund Direct-Growth,Sectoral/Thematic,,Chemicals,1.24,sector,ETMoney,2026-06-02,30/04/2026
45075,Tata India Innovation Fund Direct-Growth,Sectoral/Thematic,,Metals & Mining,0.81,sector,ETMoney,2026-06-02,30/04/2026
45075,Tata India Innovation Fund Direct-Growth,Sectoral/Thematic,,Materials,0.54,sector,ETMoney,2026-06-02,30/04/2026
45075,Tata India Innovation Fund Direct-Growth,Sectoral/Thematic,,Consumer Discretionary,0.29,sector,ETMoney,2026-06-02,30/04/2026
45089,Kotak Transportation & Logistics Fund Direct-Growth,Sectoral/Thematic,,Automobile,58.83000000000001,sector,ETMoney,2026-06-02,30/04/2026
45089,Kotak Transportation & Logistics Fund Direct-Growth,Sectoral/Thematic,,Services,25.06,sector,ETMoney,2026-06-02,30/04/2026
45089,Kotak Transportation & Logistics Fund Direct-Growth,Sectoral/Thematic,,Capital Goods,7.02,sector,ETMoney,2026-06-02,30/04/2026
45089,Kotak Transportation & Logistics Fund Direct-Growth,Sectoral/Thematic,,Energy,4.83,sector,ETMoney,2026-06-02,30/04/2026
45089,Kotak Transportation & Logistics Fund Direct-Growth,Sectoral/Thematic,,Metals & Mining,1.72,sector,ETMoney,2026-06-02,30/04/2026
45089,Kotak Transportation & Logistics Fund Direct-Growth,Sectoral/Thematic,,Chemicals,1.33,sector,ETMoney,2026-06-02,30/04/2026
45089,Kotak Transportation & Logistics Fund Direct-Growth,Sectoral/Thematic,,Others,1.2200000000000002,sector,ETMoney,2026-06-02,30/04/2026
45257,Motilal Oswal Innovation Opportunities Fund Direct-Growth,Sectoral/Thematic,,Capital Goods,24.52,sector,ETMoney,2026-06-02,30/04/2026
45257,Motilal Oswal Innovation Opportunities Fund Direct-Growth,Sectoral/Thematic,,Services,16.41,sector,ETMoney,2026-06-02,30/04/2026
45257,Motilal Oswal Innovation Opportunities Fund Direct-Growth,Sectoral/Thematic,,Financial,13.97,sector,ETMoney,2026-06-02,30/04/2026
45257,Motilal Oswal Innovation Opportunities Fund Direct-Growth,Sectoral/Thematic,,Technology,11.04,sector,ETMoney,2026-06-02,30/04/2026
45257,Motilal Oswal Innovation Opportunities Fund Direct-Growth,Sectoral/Thematic,,Others,8.24,sector,ETMoney,2026-06-02,30/04/2026
45257,Motilal Oswal Innovation Opportunities Fund Direct-Growth,Sectoral/Thematic,,Healthcare,6.65,sector,ETMoney,2026-06-02,30/04/2026
45257,Motilal Oswal Innovation Opportunities Fund Direct-Growth,Sectoral/Thematic,,Automobile,5.19,sector,ETMoney,2026-06-02,30/04/2026
45257,Motilal Oswal Innovation Opportunities Fund Direct-Growth,Sectoral/Thematic,,Energy,5.09,sector,ETMoney,2026-06-02,30/04/2026
45257,Motilal Oswal Innovation Opportunities Fund Direct-Growth,Sectoral/Thematic,,Consumer Staples,3.47,sector,ETMoney,2026-06-02,30/04/2026
45257,Motilal Oswal Innovation Opportunities Fund Direct-Growth,Sectoral/Thematic,,Chemicals,3.37,sector,ETMoney,2026-06-02,30/04/2026
45257,Motilal Oswal Innovation Opportunities Fund Direct-Growth,Sectoral/Thematic,,Consumer Discretionary,2.07,sector,ETMoney,2026-06-02,30/04/2026
45625,HDFC Innovation Fund Direct-Growth,Sectoral/Thematic,,Healthcare,20.71,sector,ETMoney,2026-06-02,30/04/2026
45625,HDFC Innovation Fund Direct-Growth,Sectoral/Thematic,,Services,17.8,sector,ETMoney,2026-06-02,30/04/2026
45625,HDFC Innovation Fund Direct-Growth,Sectoral/Thematic,,Capital Goods,16.720000000000002,sector,ETMoney,2026-06-02,30/04/2026
45625,HDFC Innovation Fund Direct-Growth,Sectoral/Thematic,,Energy,10.47,sector,ETMoney,2026-06-02,30/04/2026
45625,HDFC Innovation Fund Direct-Growth,Sectoral/Thematic,,Automobile,8.530000000000001,sector,ETMoney,2026-06-02,30/04/2026
45625,HDFC Innovation Fund Direct-Growth,Sectoral/Thematic,,Technology,6.43,sector,ETMoney,2026-06-02,30/04/2026
45625,HDFC Innovation Fund Direct-Growth,Sectoral/Thematic,,Financial,5.26,sector,ETMoney,2026-06-02,30/04/2026
45625,HDFC Innovation Fund Direct-Growth,Sectoral/Thematic,,Chemicals,3.96,sector,ETMoney,2026-06-02,30/04/2026
45625,HDFC Innovation Fund Direct-Growth,Sectoral/Thematic,,Consumer Staples,3.78,sector,ETMoney,2026-06-02,30/04/2026
45625,HDFC Innovation Fund Direct-Growth,Sectoral/Thematic,,Others,3.43,sector,ETMoney,2026-06-02,30/04/2026
45625,HDFC Innovation Fund Direct-Growth,Sectoral/Thematic,,Consumer Discretionary,2.91,sector,ETMoney,2026-06-02,30/04/2026
46063,Mahindra Manulife Innovation Opportunities Fund Direct-Growth,Sectoral/Thematic,,Financial,16.300000000000004,sector,ETMoney,2026-06-02,30/04/2026
46063,Mahindra Manulife Innovation Opportunities Fund Direct-Growth,Sectoral/Thematic,,Healthcare,15.45,sector,ETMoney,2026-06-02,30/04/2026
46063,Mahindra Manulife Innovation Opportunities Fund Direct-Growth,Sectoral/Thematic,,Services,15.39,sector,ETMoney,2026-06-02,30/04/2026
46063,Mahindra Manulife Innovation Opportunities Fund Direct-Growth,Sectoral/Thematic,,Capital Goods,14.49,sector,ETMoney,2026-06-02,30/04/2026
46063,Mahindra Manulife Innovation Opportunities Fund Direct-Growth,Sectoral/Thematic,,Automobile,6.5600000000000005,sector,ETMoney,2026-06-02,30/04/2026
46063,Mahindra Manulife Innovation Opportunities Fund Direct-Growth,Sectoral/Thematic,,Technology,5.16,sector,ETMoney,2026-06-02,30/04/2026
46063,Mahindra Manulife Innovation Opportunities Fund Direct-Growth,Sectoral/Thematic,,Communication,4.54,sector,ETMoney,2026-06-02,30/04/2026
46063,Mahindra Manulife Innovation Opportunities Fund Direct-Growth,Sectoral/Thematic,,Chemicals,4.12,sector,ETMoney,2026-06-02,30/04/2026
46063,Mahindra Manulife Innovation Opportunities Fund Direct-Growth,Sectoral/Thematic,,Consumer Staples,4.08,sector,ETMoney,2026-06-02,30/04/2026
46063,Mahindra Manulife Innovation Opportunities Fund Direct-Growth,Sectoral/Thematic,,Energy,3.48,sector,ETMoney,2026-06-02,30/04/2026
46063,Mahindra Manulife Innovation Opportunities Fund Direct-Growth,Sectoral/Thematic,,Construction,2.96,sector,ETMoney,2026-06-02,30/04/2026
46063,Mahindra Manulife Innovation Opportunities Fund Direct-Growth,Sectoral/Thematic,,Others,2.57,sector,ETMoney,2026-06-02,30/04/2026
46063,Mahindra Manulife Innovation Opportunities Fund Direct-Growth,Sectoral/Thematic,,Metals & Mining,2.14,sector,ETMoney,2026-06-02,30/04/2026
46063,Mahindra Manulife Innovation Opportunities Fund Direct-Growth,Sectoral/Thematic,,Textiles,1.42,sector,ETMoney,2026-06-02,30/04/2026
46063,Mahindra Manulife Innovation Opportunities Fund Direct-Growth,Sectoral/Thematic,,Materials,1.34,sector,ETMoney,2026-06-02,30/04/2026
46123,Kotak Services Fund Direct-Growth,Sectoral/Thematic,,Financial,51.05,sector,ETMoney,2026-06-02,30/04/2026
46123,Kotak Services Fund Direct-Growth,Sectoral/Thematic,,Technology,10.84,sector,ETMoney,2026-06-02,30/04/2026
46123,Kotak Services Fund Direct-Growth,Sectoral/Thematic,,Others,8.93,sector,ETMoney,2026-06-02,30/04/2026
46123,Kotak Services Fund Direct-Growth,Sectoral/Thematic,,Energy,8.889999999999999,sector,ETMoney,2026-06-02,30/04/2026
46123,Kotak Services Fund Direct-Growth,Sectoral/Thematic,,Communication,8.15,sector,ETMoney,2026-06-02,30/04/2026
46123,Kotak Services Fund Direct-Growth,Sectoral/Thematic,,Consumer Discretionary,5.23,sector,ETMoney,2026-06-02,30/04/2026
46123,Kotak Services Fund Direct-Growth,Sectoral/Thematic,,Healthcare,4.3,sector,ETMoney,2026-06-02,30/04/2026
46123,Kotak Services Fund Direct-Growth,Sectoral/Thematic,,Consumer Staples,1.28,sector,ETMoney,2026-06-02,30/04/2026
46123,Kotak Services Fund Direct-Growth,Sectoral/Thematic,,Services,1.27,sector,ETMoney,2026-06-02,30/04/2026
46123,Kotak Services Fund Direct-Growth,Sectoral/Thematic,,Unclassified,0.06,sector,ETMoney,2026-06-02,30/04/2026
46133,ITI Business Cycle Fund Direct-Growth,Sectoral/Thematic,,Financial,19.590000000000007,sector,ETMoney,2026-06-02,30/04/2026
46133,ITI Business Cycle Fund Direct-Growth,Sectoral/Thematic,,Energy,14.81,sector,ETMoney,2026-06-02,30/04/2026
46133,ITI Business Cycle Fund Direct-Growth,Sectoral/Thematic,,Healthcare,14.609999999999996,sector,ETMoney,2026-06-02,30/04/2026
46133,ITI Business Cycle Fund Direct-Growth,Sectoral/Thematic,,Capital Goods,12.27,sector,ETMoney,2026-06-02,30/04/2026
46133,ITI Business Cycle Fund Direct-Growth,Sectoral/Thematic,,Metals & Mining,10.79,sector,ETMoney,2026-06-02,30/04/2026
46133,ITI Business Cycle Fund Direct-Growth,Sectoral/Thematic,,Consumer Staples,5.819999999999999,sector,ETMoney,2026-06-02,30/04/2026
46133,ITI Business Cycle Fund Direct-Growth,Sectoral/Thematic,,Services,5.180000000000001,sector,ETMoney,2026-06-02,30/04/2026
46133,ITI Business Cycle Fund Direct-Growth,Sectoral/Thematic,,Others,4.03,sector,ETMoney,2026-06-02,30/04/2026
46133,ITI Business Cycle Fund Direct-Growth,Sectoral/Thematic,,Materials,2.6,sector,ETMoney,2026-06-02,30/04/2026
46133,ITI Business Cycle Fund Direct-Growth,Sectoral/Thematic,,Automobile,2.37,sector,ETMoney,2026-06-02,30/04/2026
46133,ITI Business Cycle Fund Direct-Growth,Sectoral/Thematic,,Chemicals,2.2,sector,ETMoney,2026-06-02,30/04/2026
46133,ITI Business Cycle Fund Direct-Growth,Sectoral/Thematic,,Construction,1.89,sector,ETMoney,2026-06-02,30/04/2026
46133,ITI Business Cycle Fund Direct-Growth,Sectoral/Thematic,,Consumer Discretionary,1.84,sector,ETMoney,2026-06-02,30/04/2026
46133,ITI Business Cycle Fund Direct-Growth,Sectoral/Thematic,,Technology,1.27,sector,ETMoney,2026-06-02,30/04/2026
46133,ITI Business Cycle Fund Direct-Growth,Sectoral/Thematic,,Communication,0.75,sector,ETMoney,2026-06-02,30/04/2026
46163,Baroda BNP Paribas ESG Best-in-class strategy Fund Direct-Growth,Sectoral/Thematic,,Financial,22.690000000000005,sector,ETMoney,2026-06-02,30/04/2026
46163,Baroda BNP Paribas ESG Best-in-class strategy Fund Direct-Growth,Sectoral/Thematic,,Technology,13.31,sector,ETMoney,2026-06-02,30/04/2026
46163,Baroda BNP Paribas ESG Best-in-class strategy Fund Direct-Growth,Sectoral/Thematic,,Automobile,11.78,sector,ETMoney,2026-06-02,30/04/2026
46163,Baroda BNP Paribas ESG Best-in-class strategy Fund Direct-Growth,Sectoral/Thematic,,Energy,9.58,sector,ETMoney,2026-06-02,30/04/2026
46163,Baroda BNP Paribas ESG Best-in-class strategy Fund Direct-Growth,Sectoral/Thematic,,Others,6.1,sector,ETMoney,2026-06-02,30/04/2026
46163,Baroda BNP Paribas ESG Best-in-class strategy Fund Direct-Growth,Sectoral/Thematic,,Communication,5.64,sector,ETMoney,2026-06-02,30/04/2026
46163,Baroda BNP Paribas ESG Best-in-class strategy Fund Direct-Growth,Sectoral/Thematic,,Consumer Staples,5.56,sector,ETMoney,2026-06-02,30/04/2026
46163,Baroda BNP Paribas ESG Best-in-class strategy Fund Direct-Growth,Sectoral/Thematic,,Services,5.52,sector,ETMoney,2026-06-02,30/04/2026
46163,Baroda BNP Paribas ESG Best-in-class strategy Fund Direct-Growth,Sectoral/Thematic,,Healthcare,4.93,sector,ETMoney,2026-06-02,30/04/2026
46163,Baroda BNP Paribas ESG Best-in-class strategy Fund Direct-Growth,Sectoral/Thematic,,Chemicals,4.6000000000000005,sector,ETMoney,2026-06-02,30/04/2026
46163,Baroda BNP Paribas ESG Best-in-class strategy Fund Direct-Growth,Sectoral/Thematic,,Capital Goods,4.279999999999999,sector,ETMoney,2026-06-02,30/04/2026
46163,Baroda BNP Paribas ESG Best-in-class strategy Fund Direct-Growth,Sectoral/Thematic,,Metals & Mining,2.42,sector,ETMoney,2026-06-02,30/04/2026
46163,Baroda BNP Paribas ESG Best-in-class strategy Fund Direct-Growth,Sectoral/Thematic,,Insurance,2.37,sector,ETMoney,2026-06-02,30/04/2026
46163,Baroda BNP Paribas ESG Best-in-class strategy Fund Direct-Growth,Sectoral/Thematic,,Consumer Discretionary,1.22,sector,ETMoney,2026-06-02,30/04/2026
46140,TRUSTMF Mid Cap Fund Direct-Growth,Sectoral/Thematic,,Financial,16.61,sector,ETMoney,2026-06-02,30/04/2026
46140,TRUSTMF Mid Cap Fund Direct-Growth,Sectoral/Thematic,,Services,15.44,sector,ETMoney,2026-06-02,30/04/2026
46140,TRUSTMF Mid Cap Fund Direct-Growth,Sectoral/Thematic,,Capital Goods,12.16,sector,ETMoney,2026-06-02,30/04/2026
46140,TRUSTMF Mid Cap Fund Direct-Growth,Sectoral/Thematic,,Others,10.62,sector,ETMoney,2026-06-02,30/04/2026
46140,TRUSTMF Mid Cap Fund Direct-Growth,Sectoral/Thematic,,Healthcare,10.54,sector,ETMoney,2026-06-02,30/04/2026
46140,TRUSTMF Mid Cap Fund Direct-Growth,Sectoral/Thematic,,Automobile,7.260000000000001,sector,ETMoney,2026-06-02,30/04/2026
46140,TRUSTMF Mid Cap Fund Direct-Growth,Sectoral/Thematic,,Technology,6.16,sector,ETMoney,2026-06-02,30/04/2026
46140,TRUSTMF Mid Cap Fund Direct-Growth,Sectoral/Thematic,,Consumer Staples,4.970000000000001,sector,ETMoney,2026-06-02,30/04/2026
46140,TRUSTMF Mid Cap Fund Direct-Growth,Sectoral/Thematic,,Chemicals,3.5500000000000003,sector,ETMoney,2026-06-02,30/04/2026
46140,TRUSTMF Mid Cap Fund Direct-Growth,Sectoral/Thematic,,Consumer Discretionary,3.14,sector,ETMoney,2026-06-02,30/04/2026
46140,TRUSTMF Mid Cap Fund Direct-Growth,Sectoral/Thematic,,Construction,2.55,sector,ETMoney,2026-06-02,30/04/2026
46140,TRUSTMF Mid Cap Fund Direct-Growth,Sectoral/Thematic,,Materials,2.1100000000000003,sector,ETMoney,2026-06-02,30/04/2026
46140,TRUSTMF Mid Cap Fund Direct-Growth,Sectoral/Thematic,,Metals & Mining,1.66,sector,ETMoney,2026-06-02,30/04/2026
46140,TRUSTMF Mid Cap Fund Direct-Growth,Sectoral/Thematic,,Communication,1.57,sector,ETMoney,2026-06-02,30/04/2026
46140,TRUSTMF Mid Cap Fund Direct-Growth,Sectoral/Thematic,,Energy,1.03,sector,ETMoney,2026-06-02,30/04/2026
46140,TRUSTMF Mid Cap Fund Direct-Growth,Sectoral/Thematic,,Textiles,0.63,sector,ETMoney,2026-06-02,30/04/2026
46184,Abakkus Small Cap Fund Direct-Growth,Sectoral/Thematic,,Others,20.02,sector,ETMoney,2026-06-02,30/04/2026
46184,Abakkus Small Cap Fund Direct-Growth,Sectoral/Thematic,,Financial,17.75,sector,ETMoney,2026-06-02,30/04/2026
46184,Abakkus Small Cap Fund Direct-Growth,Sectoral/Thematic,,Healthcare,10.93,sector,ETMoney,2026-06-02,30/04/2026
46184,Abakkus Small Cap Fund Direct-Growth,Sectoral/Thematic,,Capital Goods,9.19,sector,ETMoney,2026-06-02,30/04/2026
46184,Abakkus Small Cap Fund Direct-Growth,Sectoral/Thematic,,Metals & Mining,7.48,sector,ETMoney,2026-06-02,30/04/2026
46184,Abakkus Small Cap Fund Direct-Growth,Sectoral/Thematic,,Services,6.369999999999999,sector,ETMoney,2026-06-02,30/04/2026
46184,Abakkus Small Cap Fund Direct-Growth,Sectoral/Thematic,,Automobile,6.07,sector,ETMoney,2026-06-02,30/04/2026
46184,Abakkus Small Cap Fund Direct-Growth,Sectoral/Thematic,,Construction,4.0200000000000005,sector,ETMoney,2026-06-02,30/04/2026
46184,Abakkus Small Cap Fund Direct-Growth,Sectoral/Thematic,,Materials,3.06,sector,ETMoney,2026-06-02,30/04/2026
46184,Abakkus Small Cap Fund Direct-Growth,Sectoral/Thematic,,Technology,2.84,sector,ETMoney,2026-06-02,30/04/2026
46184,Abakkus Small Cap Fund Direct-Growth,Sectoral/Thematic,,Textiles,2.52,sector,ETMoney,2026-06-02,30/04/2026
46184,Abakkus Small Cap Fund Direct-Growth,Sectoral/Thematic,,Chemicals,2.42,sector,ETMoney,2026-06-02,30/04/2026
46184,Abakkus Small Cap Fund Direct-Growth,Sectoral/Thematic,,Insurance,1.74,sector,ETMoney,2026-06-02,30/04/2026
46184,Abakkus Small Cap Fund Direct-Growth,Sectoral/Thematic,,Consumer Staples,1.67,sector,ETMoney,2026-06-02,30/04/2026
46184,Abakkus Small Cap Fund Direct-Growth,Sectoral/Thematic,,Consumer Discretionary,1.4,sector,ETMoney,2026-06-02,30/04/2026
46184,Abakkus Small Cap Fund Direct-Growth,Sectoral/Thematic,,Unclassified,1.32,sector,ETMoney,2026-06-02,30/04/2026
46184,Abakkus Small Cap Fund Direct-Growth,Sectoral/Thematic,,Energy,1.2,sector,ETMoney,2026-06-02,30/04/2026
46168,Old Bridge Flexi Cap Fund Direct-Growth,Sectoral/Thematic,,Financial,14.31,sector,ETMoney,2026-06-02,30/04/2026
46168,Old Bridge Flexi Cap Fund Direct-Growth,Sectoral/Thematic,,Healthcare,14.06,sector,ETMoney,2026-06-02,30/04/2026
46168,Old Bridge Flexi Cap Fund Direct-Growth,Sectoral/Thematic,,Services,10.38,sector,ETMoney,2026-06-02,30/04/2026
46168,Old Bridge Flexi Cap Fund Direct-Growth,Sectoral/Thematic,,Others,9.08,sector,ETMoney,2026-06-02,30/04/2026
46168,Old Bridge Flexi Cap Fund Direct-Growth,Sectoral/Thematic,,Metals & Mining,8.93,sector,ETMoney,2026-06-02,30/04/2026
46168,Old Bridge Flexi Cap Fund Direct-Growth,Sectoral/Thematic,,Automobile,8.120000000000001,sector,ETMoney,2026-06-02,30/04/2026
46168,Old Bridge Flexi Cap Fund Direct-Growth,Sectoral/Thematic,,Construction,7.880000000000001,sector,ETMoney,2026-06-02,30/04/2026
46168,Old Bridge Flexi Cap Fund Direct-Growth,Sectoral/Thematic,,Chemicals,5.59,sector,ETMoney,2026-06-02,30/04/2026
46168,Old Bridge Flexi Cap Fund Direct-Growth,Sectoral/Thematic,,Consumer Staples,5.5600000000000005,sector,ETMoney,2026-06-02,30/04/2026
46168,Old Bridge Flexi Cap Fund Direct-Growth,Sectoral/Thematic,,Insurance,5.08,sector,ETMoney,2026-06-02,30/04/2026
46168,Old Bridge Flexi Cap Fund Direct-Growth,Sectoral/Thematic,,Capital Goods,3.42,sector,ETMoney,2026-06-02,30/04/2026
46168,Old Bridge Flexi Cap Fund Direct-Growth,Sectoral/Thematic,,Materials,2.67,sector,ETMoney,2026-06-02,30/04/2026
46168,Old Bridge Flexi Cap Fund Direct-Growth,Sectoral/Thematic,,Textiles,2.65,sector,ETMoney,2026-06-02,30/04/2026
46168,Old Bridge Flexi Cap Fund Direct-Growth,Sectoral/Thematic,,Consumer Discretionary,2.27,sector,ETMoney,2026-06-02,30/04/2026
46172,Capitalmind Multi Asset Allocation Fund Direct-Growth,Sectoral/Thematic,,Financial,27.9,sector,ETMoney,2026-06-02,30/04/2026
46172,Capitalmind Multi Asset Allocation Fund Direct-Growth,Sectoral/Thematic,,Others,23.09,sector,ETMoney,2026-06-02,30/04/2026
46172,Capitalmind Multi Asset Allocation Fund Direct-Growth,Sectoral/Thematic,,Unclassified,11.74,sector,ETMoney,2026-06-02,30/04/2026
46172,Capitalmind Multi Asset Allocation Fund Direct-Growth,Sectoral/Thematic,,Metals & Mining,8.27,sector,ETMoney,2026-06-02,30/04/2026
46172,Capitalmind Multi Asset Allocation Fund Direct-Growth,Sectoral/Thematic,,Healthcare,7.45,sector,ETMoney,2026-06-02,30/04/2026
46172,Capitalmind Multi Asset Allocation Fund Direct-Growth,Sectoral/Thematic,,Energy,5.75,sector,ETMoney,2026-06-02,30/04/2026
46172,Capitalmind Multi Asset Allocation Fund Direct-Growth,Sectoral/Thematic,,Technology,4.42,sector,ETMoney,2026-06-02,30/04/2026
46172,Capitalmind Multi Asset Allocation Fund Direct-Growth,Sectoral/Thematic,,Automobile,3.68,sector,ETMoney,2026-06-02,30/04/2026
46172,Capitalmind Multi Asset Allocation Fund Direct-Growth,Sectoral/Thematic,,Communication,3.0,sector,ETMoney,2026-06-02,30/04/2026
46172,Capitalmind Multi Asset Allocation Fund Direct-Growth,Sectoral/Thematic,,Consumer Staples,2.64,sector,ETMoney,2026-06-02,30/04/2026
46172,Capitalmind Multi Asset Allocation Fund Direct-Growth,Sectoral/Thematic,,Materials,1.91,sector,ETMoney,2026-06-02,30/04/2026
46172,Capitalmind Multi Asset Allocation Fund Direct-Growth,Sectoral/Thematic,,Capital Goods,0.15,sector,ETMoney,2026-06-02,30/04/2026
46180,Capitalmind Arbitrage Fund Direct-Growth,Sectoral/Thematic,,Others,88.07000000000001,sector,ETMoney,2026-06-02,30/04/2026
46180,Capitalmind Arbitrage Fund Direct-Growth,Sectoral/Thematic,,Unclassified,11.46,sector,ETMoney,2026-06-02,30/04/2026
46180,Capitalmind Arbitrage Fund Direct-Growth,Sectoral/Thematic,,Financial,0.7099999999999993,sector,ETMoney,2026-06-02,30/04/2026
46180,Capitalmind Arbitrage Fund Direct-Growth,Sectoral/Thematic,,Services,0.0100000000000002,sector,ETMoney,2026-06-02,30/04/2026
46176,LIC MF Technology Fund Direct-Growth,Sectoral/Thematic,,Technology,39.81,sector,ETMoney,2026-06-02,30/04/2026
46176,LIC MF Technology Fund Direct-Growth,Sectoral/Thematic,,Others,17.84,sector,ETMoney,2026-06-02,30/04/2026
46176,LIC MF Technology Fund Direct-Growth,Sectoral/Thematic,,Services,15.36,sector,ETMoney,2026-06-02,30/04/2026
46176,LIC MF Technology Fund Direct-Growth,Sectoral/Thematic,,Communication,14.44,sector,ETMoney,2026-06-02,30/04/2026
46176,LIC MF Technology Fund Direct-Growth,Sectoral/Thematic,,Capital Goods,7.93,sector,ETMoney,2026-06-02,30/04/2026
46176,LIC MF Technology Fund Direct-Growth,Sectoral/Thematic,,Consumer Discretionary,2.14,sector,ETMoney,2026-06-02,30/04/2026
46176,LIC MF Technology Fund Direct-Growth,Sectoral/Thematic,,Energy,1.41,sector,ETMoney,2026-06-02,30/04/2026
46176,LIC MF Technology Fund Direct-Growth,Sectoral/Thematic,,Consumer Staples,1.08,sector,ETMoney,2026-06-02,30/04/2026
46187,Canara Robeco Banking And Financial Services Fund Direct-Growth,Sectoral/Thematic,,Financial,70.41,sector,ETMoney,2026-06-02,30/04/2026
46187,Canara Robeco Banking And Financial Services Fund Direct-Growth,Sectoral/Thematic,,Services,15.93,sector,ETMoney,2026-06-02,30/04/2026
