stock_name,fund_count,avg_allocation_percent
BLUE DART EXPRESS,5,0.818
ELLENBARRIE INDUSTRIAL GASES,5,0.786
CYIENT DLM,5,0.76
CE INFO SYSTEMS,5,0.758
TINNA RUBBER AND INFRASTRUCTURE,5,0.748
GARWARE TECHNICAL FIBRES,5,0.6799999999999999
CONCORD BIOTECH,5,0.674
DYNAMATIC TECHNOLOGIES,5,0.6679999999999999
ION EXCHANGE (INDIA),5,0.6679999999999999
EDELWEISS FINANCIAL SERVICES,5,0.6639999999999999
GALAXY SURFACTANTS,5,0.662
SHIPPING CORPORATION OF INDIA,5,0.6559999999999999
SHOPPERS STOP,5,0.624
SUBROS,5,0.624
JAMNA AUTO INDUSTRIES,5,0.608
INDIAN RAILWAY CATERING & TOURISM CORPORATION,5,0.6
GULF OIL LUBRICANTS INDIA,5,0.5900000000000001
BAJAJ ELECTRICALS,5,0.5820000000000001
GHCL,5,0.542
OSWAL PUMPS,5,0.536
NCC,5,0.532
AEQUS,5,0.514
STYRENIX PERFORMANCE MATERIALS,5,0.496
PRINCE PIPES AND FITTINGS,5,0.49000000000000005
BRIGADE HOTEL VENTURES,5,0.484
LODHA DEVELOPERS,5,0.48200000000000004
INDIAN ENERGY EXCHANGE,5,0.47400000000000003
GMM PFAUDLER,5,0.46399999999999997
AUTOMOTIVE AXLES,5,0.45199999999999996
SAREGAMA INDIA,5,0.446
SHARDA MOTOR INDUSTRIES,5,0.44399999999999995
JUNIPER HOTELS,5,0.41
KANSAI NEROLAC PAINTS,5,0.40199999999999997
KEWAL KIRAN CLOTHING,5,0.40199999999999997
SESHAASAI TECHNOLOGIES,5,0.372
GO FASHION (INDIA),5,0.22400000000000003
AYE FINANCE,5,0.21799999999999997
OMNITECH ENGINEERING,5,0.21399999999999997
ZEE ENTERTAINMENT ENTERPRISES,5,0.13999999999999999
BAJAJ HOLDINGS & INVESTMENT,4,3.14
SUPRIYA LIFESCIENCE,4,1.8725
LT FOODS,4,1.8175
SUPREME PETROCHEM,4,1.7025000000000001
GNG ELECTRONICS,4,1.25
NATCO PHARMA,4,1.25
THE KARNATAKA BANK,4,1.185
CAPLIN POINT LABORATORIES,4,1.175
DEE DEVELOPMENT ENGINEERS,4,1.1
GODREJ AGROVET,4,1.0474999999999999
BASF INDIA,4,1.0375
GUJARAT PIPAVAV PORT,4,1.0025
NIIT LEARNING SYSTEMS,4,0.96
MAHINDRA LOGISTICS,4,0.95
JTEKT INDIA,4,0.925
JUBILANT PHARMOVA,4,0.9225
KIRLOSKAR BROTHERS,4,0.9225
SANATHAN TEXTILES,4,0.9175
CELLO WORLD,4,0.91
MIDWEST,4,0.9075
KENNAMETAL INDIA,4,0.905
BAJAJ CONSUMER CARE,4,0.87
VENTIVE HOSPITALITY,4,0.865
VISHNU CHEMICALS,4,0.855
AKUMS DRUGS AND PHARMACEUTICALS,4,0.815
JM FINANCIAL,4,0.78
SHIVALIK BIMETAL CONTROLS,4,0.755
ACME SOLAR HOLDINGS,4,0.7475
THIRUMALAI CHEMICALS,4,0.7475
INDO COUNT INDUSTRIES,4,0.7375
SENORES PHARMACEUTICALS,4,0.7375
PITTI ENGINEERING,4,0.72
REDTAPE,4,0.715
CANARA ROBECO ASSET MANAGEMENT COMPANY,4,0.71
SWARAJ ENGINES,4,0.71
QUESS CORP,4,0.7
DCM SHRIRAM,4,0.6975
MOIL,4,0.6775
VIP INDUSTRIES,4,0.6725
WELSPUN LIVING,4,0.665
HATSUN AGRO PRODUCT,4,0.6425
LG BALAKRISHNAN & BROS,4,0.6275000000000001
VARROC ENGINEERING,4,0.6024999999999999
HERITAGE FOODS,4,0.5875
LE TRAVENUES TECHNOLOGY,4,0.5700000000000001
TTK PRESTIGE,4,0.5625
XPRO INDIA,4,0.56
AVANTI FEEDS,4,0.5249999999999999
KRN HEAT EXCHANGER AND REFRIGERATION,4,0.51
YATRA ONLINE,4,0.495
HI-TECH PIPES,4,0.48750000000000004
INNOVA CAPTAB,4,0.4875
E2E NETWORKS,4,0.475
BLUESTONE JEWELLERY AND LIFESTYLE,4,0.46749999999999997
RELAXO FOOTWEARS,4,0.4575
GREENLAM INDUSTRIES,4,0.445
SHILPA MEDICARE,4,0.405
GUFIC BIOSCIENCES,4,0.3
DIVGI TORQTRANSFER SYSTEMS,4,0.29
INDOCO REMEDIES,4,0.255
EPACK PREFAB TECHNOLOGIES,4,0.1675
CAPRI GLOBAL CAPITAL,3,3.34
ZEN TECHNOLOGIES,3,2.7466666666666666
KSH INTERNATIONAL,3,1.9066666666666665
LUMAX INDUSTRIES,3,1.61
YES BANK,3,1.5899999999999999
MICROSOFT CORPORTION (US),3,1.4433333333333334
KILBURN ENGINEERING,3,1.3933333333333333
SAMHI HOTELS,3,1.3866666666666667
ELANTAS BECK INDIA,3,1.2733333333333332
ATLANTA ELECTRICALS,3,1.2699999999999998
GARDEN REACH SHIPBUILDERS & ENGINEERS,3,1.0999999999999999
VIDYA WIRES,3,1.0833333333333333
PARK MEDI WORLD,3,1.07
BLACK BOX,3,1.0466666666666666
AEGIS VOPAK TERMINALS,3,1.0366666666666666
ESAB INDIA,3,1.0366666666666666
SUNDARAM - CLAYTON DCD,3,1.0366666666666666
AEGIS LOGISTICS,3,1.0233333333333334
SHARDA CROPCHEM,3,0.9733333333333333
NORTHERN ARC CAPITAL,3,0.9633333333333334
YATHARTH HOSPITAL & TRAUMA CARE SERVICES,3,0.9366666666666666
GUJARAT STATE FERTILIZERS & CHEMICALS,3,0.9133333333333334
HONDA INDIA POWER PRODUCTS,3,0.8533333333333334
SYMPHONY,3,0.8333333333333334
PCBL CHEMICAL,3,0.8166666666666668
TVS SRICHAKRA,3,0.7666666666666666
HONASA CONSUMER,3,0.7633333333333333
GK ENERGY,3,0.7599999999999999
S.P. APPARELS,3,0.7266666666666667
SMARTWORKS COWORKING SPACES,3,0.7200000000000001
HINDUSTAN FOODS,3,0.71
SAATVIK GREEN ENERGY,3,0.6866666666666666
GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS,3,0.6766666666666667
SURAKSHA DIAGNOSTIC,3,0.6633333333333333
NOCIL,3,0.66
IFB INDUSTRIES,3,0.6466666666666666
FUSION FINANCE,3,0.6433333333333334
KEYSTONE REALTORS,3,0.6333333333333333
KOVAI MEDICAL CENTER & HOSPITAL,3,0.58
TILAKNAGAR INDUSTRIES,3,0.5766666666666667
JK PAPER,3,0.5666666666666667
MAHARASHTRA SEAMLESS,3,0.5666666666666667
EMBASSY DEVELOPMENTS,3,0.56
INOX WIND,3,0.5566666666666666
VENUS PIPES & TUBES,3,0.52
WEST COAST PAPER MILLS,3,0.5133333333333333
R SYSTEMS INTERNATIONAL,3,0.5033333333333333
ISGEC HEAVY ENGINEERING,3,0.49
VIKRAM SOLAR,3,0.48666666666666664
NILKAMAL,3,0.47333333333333333
SOMANY CERAMICS,3,0.45999999999999996
JNK INDIA,3,0.4533333333333333
CHAMBAL FERTILISERS AND CHEMICALS,3,0.4466666666666666
EPIGRAL,3,0.43333333333333335
TATA ELXSI,3,0.4166666666666667
JUST DIAL,3,0.4066666666666667
IFGL REFRACTORIES,3,0.4000000000000001
KALYANI STEELS,3,0.3933333333333333
FDC,3,0.37000000000000005
RALLIS INDIA,3,0.36999999999999994
HEIDELBERG CEMENT INDIA,3,0.3666666666666667
CAMLIN FINE SCIENCES,3,0.36333333333333334
CASTROL INDIA,3,0.33
OPTIEMUS INFRACOM,3,0.2866666666666667
LMW,3,0.26
RANE HOLDINGS,3,0.25333333333333335
UPDATER SERVICES,3,0.25333333333333335
H.G. INFRA ENGINEERING,3,0.24666666666666667
MAHINDRA HOLIDAYS & RESORTS INDIA,3,0.24
UNITED FOODBRANDS,3,0.23666666666666666
BLUSPRING ENTERPRISES,3,0.2333333333333333
LAXMI DENTAL,3,0.20666666666666667
NAZARA TECHNOLOGIES,3,0.19666666666666666
SULA VINEYARDS,3,0.18666666666666668
NUCLEUS SOFTWARE EXPORTS,3,0.1466666666666667
SAI SILKS (KALAMANDIR),3,0.13999999999999999
NATIONAL SECURITIES DEPOSITORY,3,0.12666666666666668
TCI EXPRESS,3,0.12333333333333334
ARMAN FINANCIAL SERVICES,3,0.07
EMA PARTNERS INDIA,3,0.06333333333333334
STL NETWORKS,3,0.023333333333333334
ALPHABET INC CLASS A,2,3.08
MAHARASHTRA SCOOTERS,2,2.6100000000000003
JANA SMALL FINANCE BANK,2,2.005
HFCL,2,1.9
RELIGARE ENTERPRISES,2,1.725
FEDBANK FINANCIAL SERVICES,2,1.64
RAJRATAN GLOBAL WIRE,2,1.57
IIFL CAPITAL SERVICES,2,1.52
CARYSIL,2,1.485
META PLATFORMS INC,2,1.415
TRANSFORMERS AND RECTIFIERS INDIA,2,1.315
GRANULES INDIA,2,1.31
PRIVI SPECIALITY CHEMICALS,2,1.275
COCHIN SHIPYARD,2,1.25
RAILTEL CORPORATION OF INDIA,2,1.235
WONDERLA HOLIDAYS,2,1.215
SANGHVI MOVERS,2,1.1949999999999998
HAPPIEST MINDS TECHNOLOGIES,2,1.19
NETWORK PEOPLE SERVICES TECHNOLOGIES,2,1.135
GENUS POWER INFRASTRUCTURES,2,1.105
SWAN DEFENCE AND HEAVY INDUSTRIES,2,1.08
PATANJALI FOODS,2,1.04
MAYUR UNIQUOTERS,2,0.9550000000000001
VIYASH SCIENTIFIC,2,0.9400000000000001
HARSHA ENGINEERS INTERNATIONAL,2,0.865
PROCTER & GAMBLE HEALTH,2,0.855
V.S.T. TILLERS TRACTORS,2,0.855
CHENNAI PETROLEUM CORPORATION,2,0.8250000000000001
SH KELKAR AND COMPANY,2,0.8200000000000001
STEELCAST,2,0.82
GLOBUS SPIRITS,2,0.81
NAVKAR CORPORATION,2,0.81
ACTION CONSTRUCTION EQUIPMENT,2,0.8
KRSNAA DIAGNOSTICS,2,0.755
HAWKINS COOKERS,2,0.75
GODAVARI BIOREFINERIES,2,0.71
HIMADRI SPECIALITY CHEMICAL,2,0.69
SIS,2,0.67
SIGNATUREGLOBAL (INDIA),2,0.635
STOVE KRAFT,2,0.615
SUNDROP BRANDS,2,0.615
CENTRAL MINE PLANNING & DESIGN INSTITUTE,2,0.605
BHARAT RASAYAN,2,0.6000000000000001
FLAIR WRITING INDUSTRIES,2,0.6000000000000001
WHEELS INDIA,2,0.6
TARC,2,0.595
CENTURY ENKA,2,0.575
EURO PRATIK SALES,2,0.5549999999999999
M&B ENGINEERING,2,0.52
NMDC STEEL,2,0.46499999999999997
POKARNA,2,0.445
VARDHMAN SPECIAL STEELS,2,0.415
TRUALT BIOENERGY,2,0.395
PSP PROJECTS,2,0.385
PDS,2,0.355
NAVNEET EDUCATION,2,0.33499999999999996
APEEJAY SURRENDRA PARK HOTELS,2,0.315
KALPATARU,2,0.31
RAYMOND LIFESTYLE,2,0.265
BOSCH HOME COMFORT INDIA,2,0.25
BAJAJ HOUSING FINANCE,2,0.24
AGI GREENPAC,2,0.22999999999999998
SAGAR CEMENTS,2,0.225
ECOS (INDIA) MOBILITY & HOSPITALITY,2,0.22000000000000003
BHARAT COKING COAL,2,0.19
RISHABH INSTRUMENTS,2,0.19
ALICON CASTALLOY,2,0.18
LANDMARK CARS,2,0.14
WINDLAS BIOTECH,2,0.135
STANLEY LIFESTYLES,2,0.10500000000000001
BAJEL PROJECTS,2,0.1
JAGRAN PRAKASHAN,2,0.075
PTC INDIA,2,0.07
ONEMI TECHNOLOGY SOLUTIONS,2,0.05500000000000001
CHENNAI SUPER KINGS,2,0.04
ASTEC LIFESCIENCES,2,0.030000000000000002
ONWARD TECHNOLOGIES,2,0.03
CAPITALNUMBERS INFOTECH,2,0.025
GENUS PRIME INFRASTRUCTURES,2,0.02
NIFTY MIDCAP SELECT INDEX,1,4.67
SAMMAAN CAPITAL,1,4.54
AMAZON. COM INC. (USA),1,2.47
BLS INTERNATIONAL SERVICES,1,2.2
AEROFLEX INDUSTRIES,1,1.69
SHREEJI SHIPPING GLOBAL,1,1.66
YASH HIGHVOLTAGE,1,1.66
ANUPAM RASAYAN INDIA,1,1.55
SURYA ROSHNI,1,1.45
UNIPARTS INDIA,1,1.42
TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY  - ADR,1,1.36
MPS,1,1.35
AARTI DRUGS,1,1.34
ZUARI INDUSTRIES,1,1.33
NEPHROCARE HEALTH SERVICES,1,1.32
STANDARD ENGINEERING TECHNOLOGY,1,1.19
ENTERO HEALTHCARE SOLUTIONS,1,1.18
GOODLUCK INDIA,1,1.16
WELSPUN ENTERPRISES,1,1.16
SAMBHV STEEL TUBES,1,1.09
VST INDUSTRIES,1,1.06
MARATHON NEXTGEN REALTY,1,1.04
SHYAM METALICS AND ENERGY,1,1.03
STAR CEMENT,1,1.01
SOLARWORLD ENERGY SOLUTIONS,1,0.98
IDBI BANK,1,0.97
RELIANCE INFRASTRUCTURE,1,0.97
TCPL PACKAGING,1,0.95
KAVERI SEED COMPANY,1,0.94
NVIDIA CORPORATION (USA),1,0.93
INDIAN METALS & FERRO ALLOYS,1,0.92
KNOWLEDGE MARINE & ENGINEERING WORKS,1,0.92
ROSSELL TECHSYS,1,0.91
GOPAL SNACKS,1,0.9
SHANKARA BUILDPRO,1,0.9
WENDT (INDIA),1,0.88
PATEL ENGINEERING,1,0.86
RASHI PERIPHERALS,1,0.86
AXIS NIFTY 50 ETF-GROWTH,1,0.85
COGNIZANT TECHNOLOGY SOLUTIONS CORP.,1,0.85
EPAM SYSTEMS INC,1,0.84
GUJARAT ALKALIES AND CHEMICALS,1,0.83
CAPITAL SMALL FINANCE BANK,1,0.8
SPANDANA SPHOORTY FINANCIAL,1,0.8
THE ANUP ENGINEERING,1,0.8
INDIAN RENEWABLE ENERGY DEVELOPMENT AGENCY,1,0.76
KINGFA SCIENCE & TECHNOLOGY (INDIA),1,0.74
RAMKRISHNA FORGINGS,1,0.74
THOMAS COOK (INDIA),1,0.73
GE POWER INDIA,1,0.71
YASHO INDUSTRIES,1,0.7
MM FORGINGS,1,0.69
ARVIND SMARTSPACES,1,0.67
APOLLO PIPES,1,0.66
NRB BEARINGS,1,0.65
TRANSRAIL LIGHTING,1,0.64
DISHMAN CARBOGEN AMCIS,1,0.63
INTERARCH BUILDING SOLUTIONS,1,0.59
UNICOMMERCE ESOLUTIONS,1,0.59
BOROSIL,1,0.57
IVALUE INFOSOLUTIONS,1,0.57
UNICHEM LABORATORIES,1,0.56
HIKAL,1,0.55
ASHOKA BUILDCON,1,0.54
RAMCO INDUSTRIES,1,0.54
EVEREADY INDUSTRIES INDIA,1,0.52
MANGALORE REFINERY AND PETROCHEMICALS,1,0.52
VASA DENTICITY,1,0.52
PACE DIGITEK,1,0.5
ASTRAZENECA PLC,1,0.49
INSECTICIDES (INDIA),1,0.48
WPIL,1,0.48
TJX COMPANIES INC,1,0.47
BLUE JET HEALTHCARE,1,0.46
PENNAR INDUSTRIES,1,0.46
TATVA CHINTAN PHARMA CHEM,1,0.46
TAMIL NADU NEWSPRINT & PAPERS,1,0.45
TSF INVESTMENTS,1,0.45
PRISM JOHNSON,1,0.44
ALKYL AMINES CHEMICALS,1,0.43
AMRUTANJAN HEALTH CARE,1,0.43
HLE GLASCOAT,1,0.43
JSW HOLDINGS,1,0.43
VINTAGE COFFEE & BEVERAGES,1,0.43
DILIP BUILDCON,1,0.42
GALLANTT ISPAT,1,0.39
ANDHRA PAPER,1,0.38
CENTUM ELECTRONICS,1,0.38
GNA AXLES,1,0.37
ALLCARGO GLOBAL,1,0.36
RAIN INDUSTRIES,1,0.36
SRI LOTUS DEVELOPERS AND REALTY,1,0.35
EMUDHRA,1,0.34
INOX GREEN ENERGY SERVICES,1,0.33
SUVEN LIFE SCIENCES,1,0.33
KOLTE-PATIL DEVELOPERS,1,0.32
POPULAR VEHICLES AND SERVICES,1,0.32
SG FINSERVE,1,0.32
ARISTA NETWORKS INC,1,0.31
EPACK DURABLE,1,0.31
LAXMI ORGANIC INDUSTRIES,1,0.31
BAAZAR STYLE RETAIL,1,0.3
INDIA GLYCOLS,1,0.3
KLA CORPORATION,1,0.3
PARKER-HANNIFIN CORP,1,0.3
SKIPPER,1,0.3
GUJARAT AMBUJA EXPORTS,1,0.29
PONDY OXIDES & CHEMICALS,1,0.29
TEJAS NETWORKS,1,0.29
D.B. CORP,1,0.28
RITES,1,0.28
UBER TECHNOLOGIES INC.,1,0.28
VISA INC,1,0.27
APCOTEX INDUSTRIES,1,0.26
BANCO PRODUCTS (INDIA),1,0.26
GOODYEAR INDIA,1,0.26
JUPITER WAGONS,1,0.26
KRYSTAL INTEGRATED SERVICES,1,0.25
SANDUR MANGANESE & IRON ORES,1,0.25
SMS PHARMACEUTICALS,1,0.25
DREDGING CORPORATION OF INDIA,1,0.24
MAN INFRACONSTRUCTION,1,0.24
DR AGARWALS EYE HOSPITAL,1,0.22
SUNTECK REALTY,1,0.22
MATRIMONY.COM,1,0.21
EFC (I),1,0.2
FUJIYAMA POWER SYSTEMS,1,0.2
SEAMEC,1,0.2
ANAND RATHI SHARE AND STOCK BROKERS,1,0.18
GPT HEALTHCARE,1,0.18
VINDHYA TELELINKS,1,0.18
CAPACIT'E INFRAPROJECTS,1,0.17
COCA COLA CO. (US),1,0.17
EXICOM TELE-SYSTEMS,1,0.17
TEXMACO RAIL & ENGINEERING,1,0.17
AUTOZONE INC,1,0.16
STEEL STRIPS WHEELS,1,0.16
ALLCARGO LOGISTICS,1,0.15
DCX SYSTEMS,1,0.15
ORISSA MINERALS DEVELOPMENT COMPANY,1,0.15
PRIME SECURITIES,1,0.15
MISHRA DHATU NIGAM,1,0.14
AMIR CHAND JAGDISH KUMAR (EXPORTS),1,0.13
BOMBAY BURMAH TRADING CORPORATION,1,0.12
GHCL TEXTILES,1,0.12
PTC INDIA FINANCIAL SERVICES,1,0.12
AMANTA HEALTHCARE,1,0.11
NIIT,1,0.11
RAVINDRA ENERGY,1,0.11
SATIN CREDITCARE NETWORK,1,0.11
WIM PLAST,1,0.11
ADVANCED ENZYME TECHNOLOGIES,1,0.1
ANIRIT VENTURES,1,0.1
FILATEX INDIA,1,0.1
SURYODAY SMALL FINANCE BANK,1,0.1
POLYPLEX CORPORATION,1,0.09
RAYMOND,1,0.08
SAI PARENTERAL’S,1,0.08
SOLARA ACTIVE PHARMA SCIENCES,1,0.08
SPANDANA SPHOORTY FINANCIAL  - PARTLY PAID-UP EQUITY,1,0.08
LANCER CONTAINERS LINES,1,0.07
ORIENTAL HOTELS,1,0.07
PROTEAN EGOV TECHNOLOGIES,1,0.07
TRANSINDIA REAL ESTATE,1,0.07
VISHNU PRAKASH R PUNGLIA,1,0.07
ALL TIME PLASTICS,1,0.06
ARTEMIS MEDICARE SERVICES,1,0.06
IRM ENERGY,1,0.06
ROSSELL INDIA,1,0.06
CONCORD ENVIRO SYSTEMS,1,0.05
CRIZAC,1,0.05
FINEOTEX CHEMICAL,1,0.05
STERLING AND WILSON RENEWABLE ENERGY,1,0.05
BEST AGROLIFE,1,0.04
OCCL,1,0.04
STUDDS ACCESSORIES,1,0.04
FINBUD FINANCIAL SERVICES,1,0.03
IKIO TECHNOLOGIES,1,0.03
ONE MOBIKWIK SYSTEMS,1,0.03
PRIMO CHEMICALS,1,0.03
UNIVERSAL CABLES,1,0.03
AARTI PHARMALABS,1,0.02
SIYARAM SILK MILLS,1,0.02
AG VENTURES,1,0.01
BUTTERFLY GANDHIMATHI APPLIANCES,1,0.01
CEIGALL INDIA,1,0.01
DAM CAPITAL ADVISORS,1,0.01
DELTA CORP,1,0.01
R K SWAMY,1,0.01
RAYMOND REALTY,1,0.01
