fund_name,category,fund_house,scheme_id,stock_name,sector,allocation_percent,value,change_3m_percent,change_6m_percent,change_1y_percent,scrape_date,source
Quant Flexi Cap Fund,Flexi Cap,Quant Mutual Fund,8576,JSW Infrastructure Ltd.,Services,1.65,108.59 Cr,1.7,1.86,0.1,2026-05-12,ETMoney
Quant Flexi Cap Fund,Flexi Cap,Quant Mutual Fund,8576,AU Small Finance Bank Ltd.,Financial,1.4,91.99 Cr,,,,2026-05-12,ETMoney
Quant Flexi Cap Fund,Flexi Cap,Quant Mutual Fund,8576,Piramal Finance Ltd.,Financial,1.13,74.29 Cr,0.91,0.62,,2026-05-12,ETMoney
Quant Flexi Cap Fund,Flexi Cap,Quant Mutual Fund,8576,LG Electronics India Ltd.,Consumer Discretionary,0.94,62.17 Cr,,,,2026-05-12,ETMoney
Quant Flexi Cap Fund,Flexi Cap,Quant Mutual Fund,8576,PB Fintech Ltd.,Services,0.79,51.87 Cr,,,,2026-05-12,ETMoney
Quant Flexi Cap Fund,Flexi Cap,Quant Mutual Fund,8576,Aditya Birla Lifestyle Brands Ltd.,Services,0.62,40.85 Cr,0.76,0.78,,2026-05-12,ETMoney
Quant Flexi Cap Fund,Flexi Cap,Quant Mutual Fund,8576,NBCC (India) Ltd.,Construction,0.42,27.51 Cr,0.55,0.47,,2026-05-12,ETMoney
Quant Flexi Cap Fund,Flexi Cap,Quant Mutual Fund,8576,Lloyds Metals & Energy Ltd.,Metals & Mining,0.38,24.83 Cr,,,,2026-05-12,ETMoney
Quant Flexi Cap Fund,Flexi Cap,Quant Mutual Fund,8576,Tata Chemicals Ltd.,Chemicals,0.38,25.09 Cr,,,,2026-05-12,ETMoney
Quant Flexi Cap Fund,Flexi Cap,Quant Mutual Fund,8576,Tata Communications Ltd.,Communication,0.28,18.41 Cr,,,,2026-05-12,ETMoney
Quant Flexi Cap Fund,Flexi Cap,Quant Mutual Fund,8576,Viyash Scientific Limited,Healthcare,0.27,17.84 Cr,,,,2026-05-12,ETMoney
Quant Flexi Cap Fund,Flexi Cap,Quant Mutual Fund,8576,Tech Mahindra Ltd.,Technology,0.2,1.49%,,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,ICICI Bank Ltd.,Financial,5.52,"1,237 Cr",5.64,6.86,9.81,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,State Bank of India,Financial,5.02,"1,123 Cr",,,1.39,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Axis Bank Ltd.,Financial,4.42,990.22 Cr,2.78,2.61,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,HDFC Bank Ltd.,Financial,4.39,983.91 Cr,7.86,7.94,4.97,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Larsen & Toubro Ltd.,Construction,3.98,890.98 Cr,4.48,4.22,1.53,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Tata Steel Ltd.,Metals & Mining,3.43,769.35 Cr,2.77,2.73,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,NTPC Ltd.,Energy,3.31,742.41 Cr,,1.77,1.99,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Bajaj Auto Ltd.,Automobile,2.67,597.29 Cr,,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Tata Power Company Ltd.,Energy,2.37,530.59 Cr,,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Infosys Ltd.,Technology,2.11,471.9 Cr,6.13,2.72,4.37,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Reliance Industries Ltd.,Energy,2.09,467.82 Cr,4.28,4.81,4.74,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Oil And Natural Gas Corporation Ltd.,Energy,2.08,466.15 Cr,,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Sun Pharmaceutical Industries Ltd.,Healthcare,2.06,461.41 Cr,0.98,0.95,1.11,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Microsoft Corportion (US),Technology,2.04,--,,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Kotak Mahindra Bank Ltd.,Financial,2.0,448.75 Cr,3.72,4.54,7.47,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Bharat Petroleum Corporation Ltd.,Energy,2.0,448.04 Cr,,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Max Financial Services Ltd.,Financial,1.92,429.97 Cr,1.91,1.9,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Eicher Motors Ltd.,Automobile,1.83,410.18 Cr,3.02,3.04,2.48,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Aurobindo Pharma Ltd.,Healthcare,1.7,380.3 Cr,,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,JSW Steel Ltd.,Metals & Mining,1.69,378.08 Cr,1.47,1.52,1.51,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Jindal Steel Ltd.,Metals & Mining,1.51,338.25 Cr,1.11,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Power Finance Corporation Ltd.,Financial,1.4,313.07 Cr,,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Bank Of Baroda,Financial,1.33,297.01 Cr,,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,NMDC Ltd.,Metals & Mining,1.26,282.85 Cr,,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Shriram Finance Ltd,Financial,1.24,277.13 Cr,1.24,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Muthoot Finance Ltd.,Financial,1.23,274.74 Cr,2.22,2.43,3.51,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Cummins India Ltd.,Capital Goods,1.21,270.82 Cr,0.55,0.51,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,ICICI Lombard General Insurance Company Ltd.,Insurance,1.17,262.69 Cr,1.23,1.25,1.77,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,HDFC Asset Management Company Ltd.,Financial,1.16,260.51 Cr,,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Biocon Ltd.,Healthcare,1.12,251.26 Cr,,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Adani Ports and Special Economic Zone Ltd.,Services,1.1,245.66 Cr,,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Swiggy Ltd.,Services,1.06,237.86 Cr,1.44,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Nuvoco Vistas Corporation Ltd.,Materials,1.05,235.05 Cr,1.91,2.37,1.86,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Star Cement Ltd.,Materials,1.01,226.49 Cr,0.94,1.11,1.01,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,The Federal Bank Ltd.,Financial,1.0,224.31 Cr,,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Maruti Suzuki India Ltd.,Automobile,0.99,221.08 Cr,4.25,4.3,3.69,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Titan Company Ltd.,Consumer Discretionary,0.96,215.75 Cr,,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Ashok Leyland Ltd.,Automobile,0.96,214.12 Cr,1.78,1.45,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,AIA Engineering Ltd.,Metals & Mining,0.96,215.23 Cr,0.92,0.74,0.87,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Pearl Global Industries Ltd.,Textiles,0.87,194.83 Cr,0.5,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Aavas Financiers Ltd.,Financial,0.87,195.43 Cr,0.88,1.03,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,HCL Technologies Ltd.,Technology,0.83,185.86 Cr,,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Aptus Value Housing Finance India Ltd.,Financial,0.82,183.83 Cr,0.83,1.0,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Jubilant FoodWorks Ltd.,Services,0.8,179.5 Cr,0.88,1.03,1.18,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Carborundum Universal Ltd.,Metals & Mining,0.75,168.72 Cr,0.65,0.74,0.87,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Kingfa Science & Technology (India) Ltd.,Chemicals,0.74,165.27 Cr,0.63,0.68,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Vedanta Ltd.,Metals & Mining,0.73,162.97 Cr,,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Sona BLW Precision Forgings Ltd.,Automobile,0.72,160.71 Cr,0.54,0.48,0.63,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Emcure Pharmaceuticals Ltd.,Healthcare,0.68,152.12 Cr,,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,RBL Bank Ltd.,Financial,0.68,152.68 Cr,,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Karur Vysya Bank Ltd.,Financial,0.64,144.46 Cr,,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,CCL Products (India) Ltd.,Consumer Staples,0.57,127.9 Cr,0.0,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,VIP Industries Ltd.,Consumer Discretionary,0.57,128.16 Cr,0.78,0.89,0.64,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Power Mech Projects Ltd.,Construction,0.56,126.57 Cr,,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,BSE Ltd.,Services,0.54,121.29 Cr,,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Ajanta Pharma Ltd.,Healthcare,0.54,121.37 Cr,,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,V-Guard Industries Ltd.,Consumer Discretionary,0.52,115.57 Cr,0.48,0.58,0.59,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Asian Paints Ltd.,Materials,0.51,113.66 Cr,1.08,0.97,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,JSW Cement Ltd.,Materials,0.48,106.92 Cr,0.44,0.53,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Eternal Ltd.,Services,0.45,101.4 Cr,0.48,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Multi Commodity Exchange Of India Ltd.,Services,0.42,93 Cr,,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Berger Paints India Ltd.,Materials,0.42,93.67 Cr,0.45,0.45,0.47,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Coal India Ltd.,Materials,0.41,91.26 Cr,,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Pine Labs Ltd.,Financial,0.4,89.77 Cr,0.47,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Timken India Ltd.,Capital Goods,0.33,73.71 Cr,0.27,0.29,0.28,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Vedanta Aluminium Metal Ltd.,Metals & Mining,0.32,72.63 Cr,,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Vedanta Iron And Steel Ltd.,Metals & Mining,0.32,72.63 Cr,,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Malco Energy Ltd.,Metals & Mining,0.32,72.63 Cr,,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Vedanta Power Ltd.,Capital Goods,0.32,72.63 Cr,,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Grindwell Norton Ltd.,Metals & Mining,0.28,63.03 Cr,0.26,0.28,0.32,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Persistent Systems Ltd.,Technology,0.22,49.38 Cr,,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Bandhan Bank Ltd.,Financial,0.16,35.81 Cr,,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Relaxo Footwears Ltd.,Consumer Discretionary,0.16,35.75 Cr,0.23,0.27,0.26,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Sheela Foam Ltd.,Consumer Discretionary,0.09,20.58 Cr,0.24,0.28,0.32,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Torrent Power Ltd.,Energy,0.07,15.11 Cr,,,,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Krishna Institute of Medical Sciences Ltd,Healthcare,0.04,9.49 Cr,0.76,0.92,0.9,2026-05-12,ETMoney
SBI Flexicap Fund,Flexi Cap,SBI Mutual Fund,2671,Fractal Analytics Ltd.,Technology,0.03,5.96 Cr,,,,2026-05-12,ETMoney
Samco Flexi Cap Fund,Flexi Cap,Samco Mutual Fund,42399,Muthoot Finance Ltd.,Financial,5.89,15.36 Cr,6.18,5.27,4.7,2026-05-12,ETMoney
Samco Flexi Cap Fund,Flexi Cap,Samco Mutual Fund,42399,Bharat Electronics Ltd.,Capital Goods,5.8,15.13 Cr,4.9,5.43,6.22,2026-05-12,ETMoney
Samco Flexi Cap Fund,Flexi Cap,Samco Mutual Fund,42399,HDFC Asset Management Company Ltd.,Financial,4.95,12.91 Cr,5.53,5.96,,2026-05-12,ETMoney
Samco Flexi Cap Fund,Flexi Cap,Samco Mutual Fund,42399,Godawari Power And Ispat Ltd.,Metals & Mining,4.82,12.58 Cr,3.63,3.51,,2026-05-12,ETMoney
Samco Flexi Cap Fund,Flexi Cap,Samco Mutual Fund,42399,Alkem Laboratories Ltd.,Healthcare,4.73,12.33 Cr,4.43,,,2026-05-12,ETMoney
Samco Flexi Cap Fund,Flexi Cap,Samco Mutual Fund,42399,Karur Vysya Bank Ltd.,Financial,4.72,12.32 Cr,3.95,3.23,,2026-05-12,ETMoney
Samco Flexi Cap Fund,Flexi Cap,Samco Mutual Fund,42399,3M India Ltd.,Consumer Staples,4.63,12.08 Cr,4.7,,,2026-05-12,ETMoney
Samco Flexi Cap Fund,Flexi Cap,Samco Mutual Fund,42399,Coromandel International Ltd.,Chemicals,4.46,11.64 Cr,6.84,7.26,3.46,2026-05-12,ETMoney
Samco Flexi Cap Fund,Flexi Cap,Samco Mutual Fund,42399,AIA Engineering Ltd.,Metals & Mining,4.44,11.58 Cr,,,,2026-05-12,ETMoney
Samco Flexi Cap Fund,Flexi Cap,Samco Mutual Fund,42399,Polycab India Ltd.,Capital Goods,4.42,11.52 Cr,4.35,,,2026-05-12,ETMoney
Samco Flexi Cap Fund,Flexi Cap,Samco Mutual Fund,42399,NMDC Ltd.,Metals & Mining,4.3,11.2 Cr,,,,2026-05-12,ETMoney
Samco Flexi Cap Fund,Flexi Cap,Samco Mutual Fund,42399,Cummins India Ltd.,Capital Goods,4.18,10.89 Cr,3.82,3.48,,2026-05-12,ETMoney
Samco Flexi Cap Fund,Flexi Cap,Samco Mutual Fund,42399,APL Apollo Tubes Ltd.,Metals & Mining,4.17,10.86 Cr,,,,2026-05-12,ETMoney
Samco Flexi Cap Fund,Flexi Cap,Samco Mutual Fund,42399,Schaeffler India Ltd.,Capital Goods,3.96,10.34 Cr,3.54,1.21,,2026-05-12,ETMoney
Samco Flexi Cap Fund,Flexi Cap,Samco Mutual Fund,42399,Nestle India Ltd.,Consumer Staples,3.85,10.05 Cr,,,,2026-05-12,ETMoney
Samco Flexi Cap Fund,Flexi Cap,Samco Mutual Fund,42399,JB Chemicals & Pharmaceuticals Ltd.,Healthcare,3.66,9.53 Cr,,,,2026-05-12,ETMoney
Samco Flexi Cap Fund,Flexi Cap,Samco Mutual Fund,42399,Can Fin Homes Ltd.,Financial,3.33,8.68 Cr,2.99,,,2026-05-12,ETMoney
Samco Flexi Cap Fund,Flexi Cap,Samco Mutual Fund,42399,Nippon Life India Asset Management Ltd.,Financial,3.25,8.47 Cr,3.27,3.31,,2026-05-12,ETMoney
Samco Flexi Cap Fund,Flexi Cap,Samco Mutual Fund,42399,Britannia Industries Ltd.,Consumer Staples,3.13,8.15 Cr,3.25,,,2026-05-12,ETMoney
Samco Flexi Cap Fund,Flexi Cap,Samco Mutual Fund,42399,Hero Motocorp Ltd.,Automobile,3.11,8.1 Cr,3.28,2.65,,2026-05-12,ETMoney
Samco Flexi Cap Fund,Flexi Cap,Samco Mutual Fund,42399,Bajaj Auto Ltd.,Automobile,2.91,7.6 Cr,,,,2026-05-12,ETMoney
Samco Flexi Cap Fund,Flexi Cap,Samco Mutual Fund,42399,Marico Ltd.,Consumer Staples,2.71,7.08 Cr,2.49,1.62,1.68,2026-05-12,ETMoney
Samco Flexi Cap Fund,Flexi Cap,Samco Mutual Fund,42399,Apar Industries Ltd.,Consumer Staples,2.69,7.03 Cr,,,,2026-05-12,ETMoney
Samco Flexi Cap Fund,Flexi Cap,Samco Mutual Fund,42399,Bank of Maharashtra,Financial,2.68,6.99 Cr,,,,2026-05-12,ETMoney
Samco Flexi Cap Fund,Flexi Cap,Samco Mutual Fund,42399,Hindustan Zinc Ltd.,Metals & Mining,1.87,4.87 Cr,1.74,,,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,HDFC Bank Ltd.,Financial,6.88,125.46 Cr,8.77,9.18,9.31,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,ICICI Bank Ltd.,Financial,5.93,108.22 Cr,5.93,7.52,7.93,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Reliance Industries Ltd.,Energy,4.43,80.9 Cr,5.03,4.51,4.44,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Axis Bank Ltd.,Financial,4.23,77.22 Cr,3.97,3.65,2.26,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Bharti Airtel Ltd.,Communication,4.04,73.79 Cr,4.39,4.04,3.17,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,State Bank of India,Financial,3.84,70.02 Cr,3.67,3.36,3.14,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Infosys Ltd.,Technology,3.66,66.7 Cr,4.05,3.27,3.35,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Larsen & Toubro Ltd.,Construction,3.12,56.86 Cr,3.65,3.37,3.61,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Kotak Mahindra Bank Ltd.,Financial,2.91,53.01 Cr,3.1,2.9,1.79,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Ultratech Cement Ltd.,Materials,2.47,45.12 Cr,2.33,2.49,2.47,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Oil And Natural Gas Corporation Ltd.,Energy,2.34,42.69 Cr,,,,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Force Motors Ltd.,Automobile,2.29,41.72 Cr,2.03,1.71,1.37,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Mahindra & Mahindra Ltd.,Automobile,2.27,41.35 Cr,2.27,2.16,0.75,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Kirloskar Oil Engines Ltd.,Capital Goods,2.17,39.65 Cr,1.71,1.33,,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,ITC Ltd.,Consumer Staples,2.07,37.83 Cr,2.49,2.8,2.03,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,NTPC Ltd.,Energy,1.95,35.54 Cr,1.49,1.58,0.96,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Union Bank of India,Financial,1.91,34.91 Cr,1.54,1.01,,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Cipla Ltd.,Healthcare,1.72,31.33 Cr,1.82,1.86,1.1,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Cummins India Ltd.,Capital Goods,1.6,29.25 Cr,1.31,1.2,,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Alkem Laboratories Ltd.,Healthcare,1.54,28.08 Cr,1.37,1.39,,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Indusind Bank Ltd.,Financial,1.51,27.61 Cr,1.49,0.91,1.23,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Eternal Ltd.,Services,1.49,27.24 Cr,1.35,1.36,0.89,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,HCL Technologies Ltd.,Technology,1.48,26.96 Cr,1.53,0.95,,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,United Spirits Ltd.,Consumer Staples,1.34,24.37 Cr,1.36,1.28,0.97,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Tata Consultancy Services Ltd.,Technology,1.32,24.06 Cr,1.54,,1.67,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Delhivery Ltd.,Services,1.29,23.6 Cr,1.19,1.37,0.82,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,PB Fintech Ltd.,Services,1.29,23.55 Cr,,,,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Tech Mahindra Ltd.,Technology,1.28,23.33 Cr,1.26,1.14,0.82,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Tata Motors Ltd.,Automobile,1.25,22.74 Cr,0.88,,,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,GAIL (India) Ltd.,Energy,1.22,22.28 Cr,1.21,1.28,1.03,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Swiggy Ltd.,Services,1.17,21.32 Cr,1.36,1.54,0.86,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Varun Beverages Ltd.,Consumer Staples,1.16,21.16 Cr,1.27,1.18,,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Jubilant FoodWorks Ltd.,Services,1.16,21.11 Cr,1.08,1.23,0.87,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Ambuja Cements Ltd.,Materials,1.13,20.66 Cr,1.35,1.42,,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Emami Ltd.,Consumer Staples,1.11,20.16 Cr,1.27,1.34,,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Elecon Engineering Company Ltd.,Capital Goods,1.11,20.32 Cr,,,,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Torrent Power Ltd.,Energy,1.1,20.1 Cr,0.95,0.91,,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Interglobe Aviation Ltd.,Services,1.02,18.53 Cr,1.03,1.17,2.64,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Devyani International Ltd.,Services,1.01,18.38 Cr,1.35,1.09,,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Whirlpool Of India Ltd.,Consumer Discretionary,1.01,18.4 Cr,0.98,,,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,JK Lakshmi Cement Ltd.,Materials,1.01,18.41 Cr,0.5,,,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Hindustan Aeronautics Ltd.,Capital Goods,0.98,17.95 Cr,1.0,1.03,,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Indegene Ltd.,Healthcare,0.96,17.59 Cr,0.99,,,2026-05-12,ETMoney
Sundaram Flexi Cap Fund,Flexi Cap,Sundaram Mutual Fund,42946,Affle 3I Ltd.,Technology,0.96,17.56 Cr,1.02,0.92,0.54,2026-05-12,ETMoney
